road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,bun,ji,hjd_cd,public_price,jimok_cd,area,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,uploaded_mo,uploaded_day,price_per_area
1,410.0,2019,07,18,11290,10100,0333,0010,901,2361000,08,410.0,11,150,02,04,08,2020,01,01,3073170.7
2,47.0,2019,04,18,11440,12000,0247,0247,000,5940000,08,47.0,14,110,02,03,07,2020,01,01,8865106.4
2,378.0,2016,10,27,11230,10400,0212,0019,004,3348000,08,378.0,14,130,02,07,07,2020,01,01,5026455.0
3,156.6,2019,05,22,11140,13400,0134,0003,006,14800000,08,156.6,22,210,02,04,05,2020,01,01,28800447.0
1,321.0,2019,10,7,11530,10700,0070,0018,701,2974000,08,321.0,22,150,03,04,10,2020,01,01,5607476.6
1,723.0,2019,10,31,11170,13100,0060,0024,517,5757000,08,723.0,13,150,03,04,08,2020,01,01,13139695.7
1,200.8,2018,02,27,11680,10100,0779,0015,000,6243000,08,200.8,15,160,02,03,08,2020,01,01,16683266.9
2,316.7,2018,11,19,11260,10100,0055,0011,003,2988000,08,316.7,14,150,02,07,07,2020,01,01,4373571.2
1,56.2,2016,05,30,11230,10300,0887,0050,002,3340000,08,56.2,14,310,02,03,00,2017,01,01,4234875.4
1,36.0,2016,05,11,11410,11800,0198,0010,003,2265000,01,36.0,14,130,03,07,08,2019,01,01,3055555.6
1,353.6,2020,08,18,11560,13200,0465,0028,630,2787000,08,353.6,14,110,03,03,09,2020,01,01,6504524.9
0,52.4,2020,08,5,11215,10500,0658,0164,000,1493000,08,52.4,15,910,00,00,00,2020,01,01,6207633.6
1,792.0,2016,07,19,11500,10800,0372,0002,108,573800,01,792.0,43,530,02,04,10,2020,01,01,605050.5
1,109.0,2016,10,11,11200,11100,1344,0094,000,1485000,05,109.0,14,910,03,00,00,2020,01,01,1880733.9
0,258.0,2016,05,12,11590,10700,0181,0393,217,3890000,08,258.0,14,140,04,07,02,2020,01,01,2320000.0
0,53.6,2020,05,28,11140,16600,0085,0001,001,5709000,08,53.6,22,910,00,00,00,2020,01,01,23805970.1
2,63.0,2016,04,16,11470,10100,0126,0129,502,2942000,08,63.0,15,230,02,05,00,2017,01,01,5238095.2
1,605.5,2019,03,15,11680,10400,0115,0011,000,9649000,08,605.5,14,140,02,04,09,2020,01,01,23616845.6
1,579.0,2018,03,9,11560,13200,2001,0008,690,3920000,08,579.0,14,150,03,04,05,2020,01,01,3169879.1
1,40.0,2020,11,20,11290,13800,0233,0499,913,2194000,08,40.0,13,110,03,05,08,2020,01,01,3375000.0
1,591.0,2020,01,11,11260,10600,0324,0006,019,640500,02,591.0,44,510,02,07,08,2020,01,01,1505922.2
1,667.0,2020,12,31,11530,10800,0313,0053,800,337700,05,667.0,14,720,03,07,08,2020,01,01,2616251.9
2,43.0,2018,06,15,11500,10400,0099,0006,401,5288000,01,43.0,33,210,02,07,07,2020,01,01,9739534.9
1,404.0,2019,12,6,11350,10300,0025,0053,000,1632000,08,404.0,44,150,02,04,08,2020,01,01,1423094.1
0,730.0,2020,03,25,11680,11100,0044,0001,000,567600,01,730.0,44,510,02,07,12,2020,01,01,455479.5
0,113.1,2017,01,3,11140,17100,0156,0082,015,1914000,08,113.1,16,910,00,00,00,2020,01,01,5075154.7
2,44.3,2016,08,16,11290,10900,0029,0000,903,4626000,08,44.3,14,320,02,05,06,2020,01,01,5137697.5
4,493.6,2018,02,13,11170,11700,0130,0001,507,8742000,08,493.6,22,220,02,07,01,2020,01,01,16207455.4
2,58.4,2016,12,2,11230,10700,0328,0000,001,4446000,08,58.4,15,330,02,07,07,2020,01,01,5136986.3
1,483.0,2016,05,2,11500,11200,0416,0002,112,196000,02,483.0,44,510,02,07,08,2020,01,01,207039.3
1,342.0,2020,05,25,11305,10300,0254,0024,620,2371000,08,342.0,15,110,02,03,08,2020,01,01,4502924.0
2,136.8,2020,07,9,11140,12500,0053,0002,003,12940000,08,136.8,22,230,02,03,07,2020,01,01,42561695.9
2,376.7,2019,04,15,11440,11000,0049,0063,000,16910000,08,376.7,16,220,02,04,03,2020,01,01,25840297.3
3,107.1,2019,04,12,11140,13500,0052,0017,006,8646000,08,7.3,22,230,02,05,12,2020,01,01,18183006.5
4,194.0,2019,11,11,11710,11100,0433,0023,009,965000,02,194.0,44,530,02,07,01,2020,01,01,917989.7
1,39.0,2016,12,9,11290,13300,0315,0019,908,1895000,08,39.0,13,110,03,04,10,2020,01,01,2075128.2
1,416.7,2020,12,11,11545,10200,0992,0041,540,2398000,08,416.7,13,150,03,03,08,2020,01,01,4865010.8
0,129.0,2017,01,3,11380,10100,0115,0004,118,1683000,01,129.0,15,910,00,00,00,2020,01,01,3477674.4
0,132.0,2020,09,7,11530,10900,0134,0001,109,241300,01,132.0,44,510,03,07,12,2020,01,01,530303.0
2,90.6,2016,12,8,11140,17100,0156,0005,000,5800000,08,90.6,16,320,02,04,06,2020,01,01,4966887.4
1,803.0,2018,01,11,11650,10900,0270,0000,000,415000,02,803.0,44,510,02,07,10,2020,01,01,835741.0
2,148.1,2016,10,27,11470,10200,0607,0024,603,4761000,08,148.1,16,310,02,04,06,2020,01,01,8399729.9
0,158.0,2017,01,24,11380,10100,0387,0005,118,3840000,15,158.0,14,150,03,04,02,2020,01,01,2685000.0
1,658.0,2020,01,30,11740,11000,0143,0001,110,1667000,08,658.0,44,110,02,07,08,2020,01,01,2955927.1
0,974.0,2016,04,13,11650,10400,0368,0001,000,310000,01,620.0,44,510,03,07,12,2020,01,01,294661.2
4,196.7,2020,04,17,11650,10600,0055,0002,000,12300000,08,196.7,15,160,02,03,01,2020,01,01,32765632.9
1,506.0,2018,07,18,11530,10900,0058,0000,109,335000,01,506.0,44,510,03,07,10,2020,01,01,681818.2
1,164.5,2016,09,26,11545,10200,0147,0068,520,2407000,08,164.5,14,110,02,03,08,2020,01,01,4680851.1
2,178.0,2018,10,23,11350,10400,0065,0009,000,2595000,08,150.0,14,130,02,04,07,2020,01,01,4840000.0
1,34.0,2019,08,14,11170,13000,0260,0055,516,4952000,08,34.0,13,110,03,07,08,2020,01,01,5252941.2
4,279.0,2018,11,20,11620,10100,1692,0013,575,3239000,08,279.0,14,110,03,04,01,2020,01,01,4491039.4
1,579.0,2016,02,2,11590,10500,0173,0036,209,6800000,08,579.0,14,140,02,07,02,2020,01,01,4864456.0
4,34.0,2019,12,27,11500,10400,0422,0026,401,4805000,09,34.0,33,410,02,04,02,2020,01,01,10394705.9
1,172.0,2018,03,2,11290,13300,0905,0004,908,1910000,08,172.0,13,110,03,04,08,2020,01,01,3023255.8
2,125.0,2020,04,20,11650,10900,0001,2745,000,560500,01,125.0,44,510,02,07,06,2020,01,01,1290320.0
1,68.0,2020,06,15,11590,10800,0068,0102,218,2712000,08,68.0,14,150,02,04,10,2020,01,01,2720588.2
1,36.4,2020,10,15,11110,16000,0057,0001,911,7000000,08,36.4,22,210,02,04,09,2020,01,01,18131868.1
1,119.0,2019,03,20,11290,13600,0067,0098,911,2871000,08,119.0,15,150,02,04,08,2020,01,01,3925042.0
1,108.9,2018,06,25,11320,10800,0590,0002,001,2007000,08,108.9,13,130,02,07,09,2020,01,01,2020202.0
1,100.1,2019,11,7,11290,13400,1070,0023,909,3443000,08,100.1,16,110,02,04,10,2020,01,01,3996004.0
4,463.0,2016,12,30,11290,13800,0158,0043,913,3090000,08,463.0,14,150,02,02,02,2020,01,01,7511706.3
1,100.0,2018,11,15,11590,10100,0314,0110,202,4082000,08,100.0,14,110,03,07,08,2020,01,01,5400000.0
1,169.9,2018,12,27,11500,10300,1098,0003,306,4460000,08,169.9,15,240,02,03,08,2020,01,01,6768687.5
3,84.0,2016,06,16,11500,10900,0453,0064,901,3822000,08,84.0,14,240,02,04,04,2020,01,01,3768571.4
1,85.7,2018,08,30,11560,12900,0005,0007,620,2704000,08,85.7,33,110,02,02,10,2020,01,01,9074679.1
1,195.0,2018,07,23,11230,10700,0001,0180,002,2667000,05,195.0,13,160,02,07,08,2019,01,01,3408307.7
1,63.0,2016,11,14,11440,12300,0057,0275,000,5587000,08,63.0,15,160,02,07,08,2020,01,01,5970000.0
1,166.8,2020,07,1,11710,10400,0018,0011,011,6336000,28,166.8,16,150,02,01,08,2020,01,01,17985611.5
1,50.0,2016,07,28,11620,10200,0090,0042,645,1887000,08,50.0,14,110,03,08,00,2017,01,01,3450000.0
1,565.1,2016,11,10,11680,10600,0891,0038,000,16490000,08,282.5,22,230,02,03,08,2020,01,01,16811183.9
2,113.9,2019,10,25,11710,11200,0001,0007,010,6830000,08,113.9,16,240,02,08,06,2020,01,01,9236172.1
1,99.0,2018,12,17,11260,10100,0528,0012,007,2628000,08,95.0,14,160,02,04,09,2020,01,01,4444444.4
2,121.0,2020,07,24,11200,11500,0275,0055,000,6144000,28,121.0,33,330,02,03,06,2020,01,01,16528925.6
4,311.0,2018,05,25,11380,10100,0032,0054,118,3530000,08,311.0,15,150,02,07,03,2020,01,01,6476398.7
1,664.0,2016,10,11,11560,10800,0094,0066,535,3331000,08,664.0,15,150,02,01,09,2020,01,01,5671009.0
1,160.3,2020,01,15,11260,10100,0618,0020,007,2653000,08,160.3,16,160,02,08,08,2020,01,01,4990642.5
1,101.0,2020,07,24,11350,10500,0006,0051,014,1386000,05,101.0,44,110,03,04,08,2020,01,01,4653465.3
4,172.0,2019,07,29,11380,10600,0002,0033,108,7896000,08,172.0,22,220,02,07,02,2020,01,01,8720930.2
3,828.0,2018,04,3,11740,10700,0253,0007,107,679800,01,828.0,44,510,02,07,04,2020,01,01,966183.6
1,88.0,2019,03,11,11590,10200,0283,0135,205,2231000,08,88.0,13,130,04,04,10,2020,01,01,3045454.5
1,71.0,2016,10,19,11500,10800,0036,0058,108,2457000,08,78.0,14,130,02,04,10,2020,01,01,3035070.4
1,58.3,2020,11,27,11110,11500,0304,0065,903,3270000,08,58.3,13,160,03,07,08,2020,01,01,4631217.8
1,128.0,2020,11,30,11620,10200,1639,0041,645,7240000,08,128.0,22,210,02,07,11,2020,01,01,17304218.8
1,112.0,2016,09,30,11170,13600,0003,0351,520,7305000,08,112.0,15,110,03,08,08,2020,01,01,6250000.0
1,119.0,2016,01,25,11110,18300,0533,0011,906,2548000,08,119.0,11,110,04,04,06,2020,01,01,1890756.3
0,290.9,2017,09,18,11110,16800,0129,0031,912,2982000,05,290.9,13,160,03,02,12,2020,01,01,3223513.2
0,238.0,2018,01,11,11650,10900,0274,0001,000,338600,02,238.0,44,510,03,07,12,2020,01,01,835756.3
0,995.0,2018,04,3,11740,10700,0253,0001,107,522000,01,995.0,44,510,02,07,12,2020,01,01,502512.6
0,83.0,2020,08,21,11380,11400,0303,0015,119,392400,08,83.0,44,510,02,07,12,2020,01,01,397590.4
1,343.0,2016,12,20,11590,10200,0211,0448,206,3550000,05,343.0,14,150,03,07,05,2020,01,01,3630000.0
4,44.6,2019,08,13,11680,10400,0050,0001,000,28720000,08,44.6,22,210,02,04,02,2020,01,01,75190583.0
4,47.0,2018,08,9,11290,13800,0122,0008,913,4520000,08,47.0,13,210,02,05,02,2020,01,01,6595744.7
4,337.0,2019,12,27,11500,10400,0037,0001,401,4805000,09,337.0,33,410,02,04,02,2020,01,01,10394629.1
0,64.1,2019,10,1,11560,10200,0098,0016,535,2319000,08,64.1,22,910,00,00,00,2020,01,01,8346333.9
1,62.1,2019,05,20,11140,13000,0030,0003,003,4910000,08,62.1,13,240,02,04,08,2020,01,01,11449275.4
3,274.0,2016,06,23,11380,10200,0156,0058,101,3524000,08,274.0,14,130,02,08,04,2020,01,01,3102189.8
1,120.0,2020,04,21,11560,13200,0431,0018,670,2337000,02,120.0,14,150,02,07,08,2020,01,01,8108333.3
0,76.0,2020,02,3,11110,10100,0015,0059,901,3686000,05,76.0,13,150,03,04,12,2020,01,01,4545394.7
1,644.4,2019,10,21,11680,10700,0644,0006,000,12920000,08,644.4,14,210,02,03,08,2020,01,01,23199875.9
1,587.0,2019,07,15,11650,11100,0051,0001,000,175600,01,587.0,44,510,03,07,08,2020,01,01,294718.9
1,35.7,2020,02,10,11170,10200,0001,1493,502,4167000,08,35.7,13,110,03,04,10,2020,01,01,4761904.8
0,126.0,2019,10,14,11650,11000,0219,0003,000,790500,02,126.0,44,530,02,04,12,2020,01,01,1269841.3
1,61.5,2019,08,6,11140,17100,0156,0083,015,4753000,08,61.5,16,110,02,04,10,2020,01,01,16260162.6
3,179.0,2020,01,17,11170,13100,0095,0020,000,12400000,08,179.0,22,230,02,04,04,2020,01,01,29608938.5
1,50.0,2018,04,11,11440,12500,0200,0431,000,4645000,08,50.0,14,150,03,02,09,2020,01,01,6243800.0
4,144.0,2019,10,8,11110,18300,0577,0018,906,4589000,05,144.0,14,230,02,07,02,2020,01,01,3263402.8
1,159.0,2019,02,7,11590,10700,0144,0017,214,7416000,08,159.0,22,240,02,04,08,2020,01,01,16666666.7
0,130.0,2017,04,1,11620,10200,0010,0725,645,894300,08,130.0,13,910,00,00,00,2020,01,01,384615.4
2,489.1,2016,04,8,11650,10800,1485,0011,000,8160000,08,489.1,15,230,02,02,07,2020,01,01,12267430.0
1,36.0,2020,11,26,11110,18200,0230,0131,906,2407000,05,36.0,13,110,05,04,09,2020,01,01,4722222.2
0,529.0,2018,04,13,11290,10100,0058,0003,901,900000,05,529.0,11,730,03,07,12,2020,01,01,510397.0
4,93.0,2016,05,10,11170,13100,0717,0013,000,6593000,08,93.0,14,140,02,07,01,2019,01,01,9344086.0
1,857.0,2016,01,13,11740,10200,0480,0005,102,693300,01,857.0,44,530,02,07,08,2020,01,01,466744.5
4,397.0,2019,10,8,11110,18300,0114,0002,906,4589000,08,397.0,14,230,02,07,02,2020,01,01,3263400.5
1,119.0,2019,08,10,11530,10900,0192,0042,109,1881000,01,119.0,14,150,03,02,10,2020,01,01,4731092.4
4,171.0,2019,09,7,11560,13200,1986,0000,690,3920000,08,171.0,14,150,02,07,02,2020,01,01,9873918.1
1,108.4,2016,10,11,11650,10800,1614,0014,801,4821000,08,108.4,11,110,02,03,08,2020,01,01,6052583.0
1,69.4,2016,04,7,11170,12800,0063,0163,512,22100000,08,69.4,22,240,02,04,02,2020,01,01,12968299.7
4,365.6,2020,01,8,11470,10300,0044,0007,703,3562000,08,365.6,15,230,02,03,01,2020,01,01,5415754.9
4,39.0,2016,06,14,11380,10100,0363,0001,118,3840000,08,39.0,14,150,03,04,02,2020,01,01,7123076.9
3,163.4,2019,08,6,11470,10300,0145,0006,701,2600000,08,163.4,16,110,02,08,04,2020,01,01,2753978.0
4,55.0,2020,05,20,11500,10900,0181,0002,902,474500,05,55.0,44,530,02,05,01,2020,01,01,472727.3
2,101.0,2016,08,30,11350,10500,0324,0007,011,8150000,08,101.0,16,210,02,01,07,2020,01,01,9158415.8
1,97.4,2020,10,20,11230,10700,0053,0023,001,2646000,08,97.4,14,110,02,08,08,2020,01,01,5441478.4
1,220.3,2016,11,20,11500,10300,0962,0023,306,1824000,08,220.3,13,150,03,03,00,2017,01,01,3540626.4
1,71.9,2016,03,10,11530,10700,0403,0211,702,3611000,08,71.9,15,150,02,04,08,2020,01,01,16550765.0
4,705.5,2020,05,26,11260,10200,0109,0029,010,5232000,08,705.5,15,210,02,02,01,2020,01,01,9627455.7
0,83.0,2020,10,13,11560,13200,0194,0028,515,1237000,08,83.0,14,910,00,00,00,2020,01,01,6626506.0
4,337.0,2020,04,9,11290,13800,0065,0025,913,4366000,08,337.0,14,230,02,04,01,2020,01,01,9982195.8
2,53.8,2016,10,11,11410,11000,0118,0008,001,4428000,08,53.8,14,140,03,04,07,2020,01,01,3002788.1
1,599.4,2016,12,29,11680,10400,0106,0010,000,13640000,08,599.4,15,140,02,02,05,2020,01,01,17287287.3
0,48.0,2016,08,17,11590,10700,0280,0007,216,3192000,02,48.0,14,130,03,07,08,2020,01,01,1250000.0
0,36.0,2019,01,29,11620,10100,0032,0025,615,1673000,08,36.0,22,910,00,00,00,2020,01,01,13864444.4
1,70.7,2016,12,2,11290,11500,0085,0000,904,3920000,08,70.7,14,130,02,01,08,2020,01,01,5899575.7
2,170.0,2016,08,18,11200,10700,0140,0002,000,4719000,08,170.0,15,310,02,05,07,2020,01,01,5882352.9
1,81.0,2016,09,20,11410,11100,0044,0229,002,3400000,08,81.0,14,150,03,02,02,2020,01,01,2592592.6
4,139.6,2020,07,3,11320,10800,0626,0161,002,4037000,08,139.6,15,230,02,04,03,2020,01,01,5730659.0
4,827.9,2020,08,25,11380,11400,0002,0008,000,3627000,08,827.9,14,230,02,04,02,2020,01,01,5435439.1
1,407.0,2020,12,30,11170,13000,0258,0065,515,8170000,08,407.0,13,110,03,04,09,2020,01,01,11793611.8
1,125.6,2019,04,23,11500,10300,0936,0021,301,4529000,08,125.6,22,230,02,02,09,2020,01,01,8917197.5
4,94.0,2019,04,25,11110,17400,0260,0000,915,12350000,08,94.0,16,230,02,02,01,2020,01,01,14893617.0
4,586.4,2020,05,28,11380,10700,0116,0022,109,6030000,08,586.4,16,240,02,03,03,2020,01,01,13472032.7
1,403.0,2019,06,12,11470,10200,0131,0141,602,2779000,08,403.0,13,130,03,04,08,2020,01,01,3473945.4
1,298.5,2018,04,6,11500,10300,0905,0027,301,5250000,08,298.5,22,220,02,03,08,2020,01,01,9346733.7
1,63.0,2020,06,3,11110,17400,0017,0081,915,2370000,08,63.0,14,110,03,04,10,2020,01,01,5375079.4
1,203.8,2016,07,6,11680,10800,0174,0008,000,6072000,08,203.8,14,160,02,02,08,2020,01,01,8164867.5
4,106.0,2019,12,27,11500,10400,0037,0002,401,4805000,09,106.0,33,410,02,04,02,2020,01,01,10394622.6
3,75.3,2016,03,28,11560,11300,0545,0000,550,4939000,08,75.3,33,210,02,04,04,2020,01,01,5843293.5
1,64.8,2020,02,10,11110,16400,0201,0002,911,4180000,08,64.8,15,150,03,08,08,2020,01,01,6894753.1
1,195.1,2020,11,21,11470,10300,0074,0015,705,2374000,08,195.1,14,110,02,03,08,2020,01,01,5638134.3
1,142.1,2020,10,29,11110,16400,0043,0001,911,6426000,08,142.1,22,320,02,04,08,2020,01,01,11977480.6
1,190.0,2020,09,22,11260,10600,0337,0015,019,891100,11,190.0,43,540,02,04,08,2020,01,01,2100000.0
2,57.0,2019,04,16,11560,13200,0205,0016,660,3373000,08,57.0,14,150,03,04,06,2020,01,01,4666666.7
2,133.0,2019,07,26,11320,10800,0627,0005,002,3119000,08,133.0,14,310,02,07,07,2020,01,01,5135338.3
1,90.0,2019,05,3,11320,10800,0425,0004,001,1927000,01,90.0,13,150,02,07,08,2020,01,01,2111111.1
0,43.0,2019,06,14,11290,13900,0193,0006,914,924000,08,43.0,14,910,00,00,00,2020,01,01,3488372.1
4,121.3,2018,10,5,11530,10700,0403,0160,703,5520000,08,121.3,15,210,02,04,02,2020,01,01,7167683.4
2,286.0,2016,05,11,11110,18500,0069,0041,905,1240000,01,286.0,13,730,04,04,06,2020,01,01,979021.0
1,887.0,2016,03,30,11230,10500,0015,0018,004,1318000,05,38.0,14,150,02,07,12,2020,01,01,1862345.0
1,138.4,2018,05,11,11260,10100,1417,0000,004,2393000,08,138.4,14,150,03,03,08,2018,01,01,3738005.8
1,281.0,2019,07,24,11590,10500,0252,0044,209,4210000,08,281.0,14,110,03,04,08,2020,01,01,5897117.4
1,173.2,2018,12,18,11305,10300,0230,0022,630,3192000,08,173.2,22,320,02,08,10,2020,01,01,2904099.3
1,133.0,2019,03,2,11590,10200,0023,0048,204,3257000,08,133.0,14,110,03,07,10,2020,01,01,5583533.8
1,56.2,2019,09,28,11440,10700,0419,0012,000,4954000,08,56.2,13,160,04,05,08,2020,01,01,6227758.0
0,304.0,2018,05,3,11620,10200,0251,0516,735,181200,05,304.0,13,720,03,04,12,2020,01,01,337500.0
4,65.0,2016,06,24,11530,10700,0216,0003,704,4074000,02,65.0,33,140,02,07,03,2020,01,01,5500000.0
3,179.0,2019,08,23,11170,13100,0095,0020,000,12400000,08,179.0,22,230,02,04,04,2020,01,01,29608938.5
4,75.0,2020,09,8,11560,10800,0062,0015,535,6346000,08,75.0,33,210,02,07,02,2020,01,01,13612533.3
0,431.0,2019,03,8,11650,10900,0001,3110,000,313100,01,431.0,44,510,02,07,12,2020,01,01,612529.0
1,71.8,2020,12,16,11200,10300,0269,0002,000,3185000,08,71.8,14,110,02,03,10,2020,01,01,5362117.0
0,88.0,2017,08,4,11260,10100,1326,0076,007,3780000,08,88.0,14,230,02,04,00,2017,01,01,5385000.0
1,180.2,2020,07,9,11140,12500,0053,0007,003,10390000,08,180.2,22,230,02,03,08,2020,01,01,34174361.8
1,164.0,2020,10,12,11740,10500,0413,0016,105,5567000,08,164.0,22,220,02,03,08,2020,01,01,19512195.1
0,93.6,2017,08,23,11290,12000,0175,0006,905,686400,08,93.6,15,910,00,00,00,2017,01,01,1816239.3
1,106.1,2020,06,30,11140,16500,0373,0000,014,5803000,08,106.1,22,210,02,02,08,2020,01,01,13873704.1
1,85.0,2019,04,8,11590,10700,0160,0002,215,4010000,08,85.0,14,150,02,04,08,2020,01,01,5156705.9
0,119.0,2017,08,18,11500,10900,0524,0004,902,376200,02,119.0,44,910,00,00,00,2020,01,01,672268.9
1,64.3,2018,06,13,11110,13600,0228,0000,910,14900000,08,64.3,22,210,02,04,10,2020,01,01,25754276.8
3,747.0,2019,11,14,11650,10200,0049,0021,000,663000,05,747.0,15,720,03,07,04,2020,01,01,505756.4
3,619.0,2016,12,29,11530,10600,0102,0005,601,4120000,08,619.0,33,140,02,07,02,2020,01,01,5215121.2
1,37.7,2020,07,30,11410,11000,0117,0025,001,1501000,08,37.7,14,910,03,02,08,2020,01,01,7692307.7
1,84.9,2019,06,5,11320,10800,0598,0014,001,1554000,08,84.9,13,150,02,05,10,2020,01,01,2021790.3
4,48.0,2016,12,29,11530,10600,0100,0002,601,4120000,08,48.0,33,140,02,07,02,2020,01,01,5215208.3
1,45.0,2020,12,15,11650,10700,0529,0002,000,9956000,08,45.0,15,230,02,07,08,2020,01,01,20664222.2
2,139.2,2018,07,3,11260,10100,0014,0037,003,3138000,08,139.2,14,110,02,02,07,2020,01,01,5495689.7
1,33.0,2016,06,17,11620,10100,0647,0226,525,1818000,08,33.0,14,110,02,04,10,2016,01,01,3030303.0
1,72.0,2020,04,2,11410,11800,0016,0079,002,2434000,08,72.0,14,110,03,07,08,2020,01,01,3214305.6
0,109.1,2020,10,8,11230,10200,0039,0344,000,993300,08,109.1,14,910,00,00,00,2020,01,01,1497341.9
0,136.0,2017,11,14,11260,10200,0286,0005,009,2791000,08,189.0,14,160,02,04,08,2020,01,01,2147058.8
0,121.4,2016,11,8,11410,10900,0001,0165,000,2502000,08,121.4,14,110,03,04,08,2020,01,01,2316309.7
2,347.0,2016,07,18,11290,10100,0178,0068,901,2551000,08,347.0,13,150,02,07,06,2016,01,01,1966858.8
1,36.0,2016,09,2,11260,10100,1084,0014,007,1782000,08,36.0,14,110,02,08,00,2017,01,01,3216944.4
1,71.4,2019,07,9,11200,12200,0131,0006,000,3686000,08,71.4,15,110,02,03,10,2020,01,01,5019747.9
4,324.4,2018,12,11,11320,10600,0707,0000,001,4735000,08,324.4,33,210,02,07,02,2020,01,01,7044728.7
1,79.0,2020,02,28,11260,10200,0031,0008,009,2289000,08,79.0,15,150,02,04,10,2020,01,01,4835443.0
3,83.0,2020,05,27,11440,11500,0354,0021,000,5433000,08,83.0,14,320,02,05,04,2020,01,01,10888915.7
0,44.0,2016,08,16,11290,10900,0032,0000,903,3105000,08,44.0,14,150,02,04,12,2020,01,01,5138636.4
1,107.0,2019,11,15,11590,10200,0159,0457,203,3400000,08,107.0,14,150,03,04,08,2020,01,01,5196261.7
3,390.0,2018,01,30,11680,10300,1238,0005,000,10200000,08,390.0,16,230,02,01,05,2020,01,01,19205128.2
1,253.0,2018,11,28,11320,10500,0470,0004,001,1850000,08,253.0,14,150,02,04,08,2020,01,01,2509881.4
1,44.4,2020,07,27,11140,13800,0019,0039,004,5177000,08,44.4,14,210,02,04,08,2020,01,01,13250000.0
0,281.0,2016,01,5,11320,10800,0068,0057,001,44400,05,281.0,44,720,03,04,12,2020,01,01,266903.9
4,251.0,2018,12,20,11230,11000,0210,0001,003,3960000,08,251.0,14,330,02,04,02,2020,01,01,5992031.9
2,573.5,2016,06,28,11680,10100,0725,0016,000,9879000,08,573.5,13,210,02,03,07,2020,01,01,12380122.1
3,331.6,2018,04,12,11500,10300,0935,0015,301,5080000,08,331.6,22,210,02,04,05,2020,01,01,8594692.4
0,109.0,2018,05,11,11440,11400,0150,0035,000,1626000,08,109.0,15,910,00,00,00,2020,01,01,2293578.0
1,57.0,2018,12,21,11290,11100,0278,0010,904,2221000,08,57.0,13,150,03,07,10,2020,01,01,2493333.3
1,51.0,2020,03,24,11350,10400,0070,0030,000,2138000,08,51.0,14,110,02,05,08,2020,01,01,3284313.7
1,355.0,2020,02,6,11650,11100,0438,0009,000,2879000,08,355.0,11,110,02,08,08,2020,01,01,6554929.6
1,330.0,2016,10,4,11290,13300,0941,0007,908,1300000,08,330.0,44,150,03,04,08,2020,01,01,1515151.5
0,77.0,2017,12,20,11590,10600,0097,0013,214,3950000,08,77.0,14,150,02,07,08,2020,01,01,1400000.0
3,140.0,2016,09,7,11350,10300,0441,0195,000,4147000,05,140.0,14,240,02,07,00,2017,01,01,8392857.1
1,79.3,2020,03,27,11110,17400,0460,0007,915,5030000,11,79.3,22,240,02,04,10,2020,01,01,10551702.4
3,98.0,2016,05,25,11560,10100,0602,0008,515,4017000,08,98.0,14,310,01,04,04,2020,01,01,3061224.5
4,64.8,2016,10,14,11110,17500,0055,0013,916,8299000,08,64.8,14,210,02,03,01,2020,01,01,6790123.5
3,169.4,2018,07,17,11290,11700,0034,0001,905,4719000,08,169.4,14,330,02,03,04,2020,01,01,7083825.3
2,327.6,2020,09,2,11710,10600,0053,0007,014,6175000,08,327.6,14,330,02,04,07,2020,01,01,11446886.4
1,34.0,2018,06,3,11200,11300,0306,0016,000,3237000,08,34.0,14,110,02,04,10,2020,01,01,20588235.3
4,791.9,2019,12,10,11680,10800,0089,0011,000,16750000,12,791.9,15,210,02,03,01,2020,01,01,26265942.7
3,728.1,2019,03,28,11500,10600,0755,0004,601,4716000,08,728.1,16,210,02,02,05,2020,01,01,5390743.0
1,115.7,2019,08,14,11140,15000,0298,0000,007,9256000,08,115.7,22,230,02,07,10,2020,01,01,12172083.0
1,89.3,2019,04,18,11410,10200,0335,0000,000,5298000,08,89.3,15,330,02,04,08,2020,01,01,11791713.3
1,694.0,2018,01,4,11740,10700,0331,0001,107,433100,01,694.0,44,510,02,04,10,2020,01,01,778098.0
2,302.0,2019,08,28,11740,10900,0453,0005,109,10170000,08,302.0,22,230,02,07,06,2020,01,01,19056291.4
1,40.0,2016,03,2,11230,10500,0242,0011,001,3376000,08,40.0,14,160,02,02,08,2020,01,01,3695500.0
0,40.0,2018,01,29,11440,10900,0021,0121,000,4140000,08,40.0,14,150,03,07,03,2020,01,01,2705000.0
4,60.0,2018,04,17,11530,11000,0041,0004,110,3778000,01,60.0,14,230,02,04,03,2020,01,01,4666666.7
1,111.5,2018,09,27,11410,11700,0703,0015,002,2523000,08,111.5,14,150,03,07,08,2020,01,01,3872825.1
4,487.0,2019,11,11,11710,11100,0435,0010,009,965000,02,487.0,44,530,01,07,01,2020,01,01,918008.2
3,178.1,2018,08,22,11200,12200,0225,0008,000,5723000,08,178.1,16,210,02,04,04,2020,01,01,9219988.8
1,86.0,2019,09,7,11140,16200,0251,0147,008,5710000,08,86.0,22,110,02,04,10,2020,01,01,16627907.0
4,40.0,2019,11,21,11440,10200,0256,0044,000,15040000,08,40.0,16,210,02,02,02,2020,01,01,21750000.0
