road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,hjd_cd,public_price,jimok_cd,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,price_per_area
4,206.0,2020,11,11,11740,10700,107,456800,1,44,510,2,7,1,2020,1067961.2
3,416.5,2019,2,21,11440,10100,0,10950000,8,16,240,2,4,4,2020,15933397.4
3,246.7,2019,3,12,11530,10200,205,4440000,8,15,310,2,1,4,2020,6080259.4
1,201.7,2019,6,13,11215,10500,1,3009000,8,14,150,2,4,10,2020,7615270.2
4,407.0,2019,4,26,11530,11100,111,356400,16,44,910,2,7,1,2020,881990.2
1,43.0,2016,6,1,11170,13200,519,7363000,8,15,150,3,7,9,2020,8953488.4
4,182.0,2016,1,26,11530,10800,800,2560000,1,13,130,3,4,1,2020,1813186.8
1,41.0,2016,1,6,11170,13000,516,4099000,8,13,160,3,7,10,2020,7272682.9
0,357.0,2020,12,28,11620,10200,745,957000,2,14,910,0,0,0,2020,2232493.0
1,177.0,2016,10,11,11305,10200,600,2819000,8,14,160,2,7,6,2020,2259887.0
1,961.0,2016,1,27,11650,10400,0,381300,1,44,520,3,8,10,2020,452653.5
1,67.1,2019,4,19,11290,10600,903,3900000,8,15,160,2,3,8,2020,3725782.4
1,545.0,2020,5,26,11110,18300,906,2503000,8,11,150,3,7,8,2020,3790917.4
4,386.8,2020,8,7,11200,11800,0,3600000,8,14,210,2,7,1,2020,9979317.5
1,390.0,2020,8,6,11230,10400,3,2696000,8,14,150,2,7,8,2020,5077666.7
1,77.0,2019,5,18,11410,11100,2,3400000,8,14,150,3,2,2,2020,7212727.3
1,307.4,2018,7,31,11260,10500,16,3891000,8,22,240,2,3,9,2020,8122966.8
2,86.0,2018,8,11,11290,10100,901,2890000,8,11,150,3,4,6,2020,3488372.1
1,136.7,2020,4,26,11410,11900,0,2187000,8,14,110,3,4,10,2020,4242867.6
1,39.7,2018,12,24,11110,16400,911,3170000,8,14,110,4,4,8,2020,3022670.0
2,50.0,2020,5,29,11380,10600,108,9094000,8,22,230,2,3,6,2020,159872400.0
1,56.0,2019,10,28,11200,11800,0,2610000,8,14,110,2,4,10,2020,4107142.9
1,53.0,2016,11,17,11170,13300,519,2772000,8,15,150,3,4,10,2018,6679245.3
1,52.6,2018,5,9,11110,11200,903,5047000,8,14,150,2,7,8,2020,6193536.1
0,417.0,2017,8,30,11560,13300,700,5330000,8,14,140,2,4,2,2020,4365012.0
1,69.0,2016,1,19,11380,10300,104,1140000,8,44,150,3,7,10,2020,1014492.8
1,961.0,2018,4,10,11650,10400,0,381300,1,44,520,3,8,10,2020,476586.9
0,267.0,2018,12,31,11500,10900,903,370200,2,43,530,3,7,12,2020,453745.3
0,93.0,2016,11,24,11620,10100,575,1013000,14,14,910,0,0,0,2020,537634.4
1,198.2,2018,11,20,11680,11800,0,10650000,8,22,210,2,8,8,2020,18163471.2
0,99.0,2016,10,7,11560,13300,700,5330000,8,14,140,2,4,2,2020,2424242.4
0,64.1,2016,11,16,11560,10200,535,2319000,8,22,910,0,0,0,2020,7729953.2
0,128.0,2018,6,28,11590,10100,202,1675000,8,15,910,0,0,0,2020,1421875.0
4,449.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020,10394610.2
2,152.4,2016,9,8,11140,11000,0,28300000,8,22,230,2,1,6,2020,43071916.0
2,70.0,2018,8,17,11590,10200,206,3511000,8,14,150,3,4,6,2020,4610000.0
1,74.2,2019,4,1,11680,10500,0,8000000,8,14,330,2,2,10,2020,18194070.1
1,139.2,2020,12,7,11305,10300,610,2421000,8,15,160,2,1,8,2020,4312859.2
0,185.5,2017,1,3,11140,17100,15,1597000,8,16,910,0,0,0,2020,4722372.0
4,34.7,2016,10,6,11380,10700,110,4290000,8,15,140,2,4,2,2020,6936599.4
1,168.0,2019,7,23,11380,10900,116,2979000,8,13,110,2,3,8,2020,3928571.4
1,48.0,2018,1,15,11740,10700,107,774300,8,44,510,2,7,8,2020,1458333.3
1,74.4,2020,2,28,11410,11600,0,3675000,8,22,160,3,3,10,2020,14045698.9
2,70.0,2016,12,2,11290,13600,911,5568000,8,22,210,2,4,7,2020,7479000.0
1,89.3,2020,1,3,11110,13600,910,11660000,8,22,210,2,7,11,2020,16614445.7
3,66.0,2019,8,23,11170,13100,517,12150000,8,22,210,2,7,4,2020,29390000.0
2,70.0,2018,3,21,11215,10700,0,5128000,8,16,110,2,8,6,2020,8215000.0
0,53.0,2017,3,13,11530,10800,800,1622000,1,14,110,3,4,10,2020,1811320.8
1,59.2,2016,1,19,11380,10700,112,4030000,8,15,160,2,4,9,2020,4391891.9
0,235.0,2016,5,31,11620,10200,745,1042000,2,15,910,0,0,0,2020,595744.7
1,90.0,2020,6,13,11380,11400,119,1809000,28,44,310,2,4,8,2020,2222222.2
4,248.0,2016,6,24,11530,10700,704,4074000,9,33,140,2,7,3,2020,5499959.7
1,35.7,2016,6,13,11290,13400,909,2960000,8,14,150,2,4,8,2020,5322128.9
1,427.0,2016,9,5,11110,18200,906,2600000,8,11,110,3,4,8,2020,2997658.1
1,55.7,2019,8,8,11170,10800,504,5304000,8,13,110,3,4,8,2020,8707360.9
1,93.7,2019,11,7,11290,13400,909,3220000,8,16,110,2,4,10,2020,3628601.9
0,132.0,2016,7,25,11650,11100,0,683500,1,44,510,2,7,12,2020,1023030.3
3,116.0,2019,12,27,11380,10600,108,6732000,8,22,230,2,5,4,2020,13417327.6
1,165.0,2018,10,25,11260,10600,19,2040000,8,15,150,2,4,10,2020,6363636.4
1,38.7,2019,3,7,11170,10100,501,3675000,8,14,110,3,7,10,2020,4702842.4
1,50.0,2019,7,22,11530,11000,110,1578000,8,14,110,3,7,10,2020,1277800.0
1,337.0,2018,11,28,11650,10900,0,2826000,8,11,110,3,4,10,2020,4011869.4
3,254.0,2016,4,25,11200,10600,0,2808000,1,14,140,2,4,4,2018,4397637.8
0,124.0,2020,2,26,11590,10100,202,1848000,8,22,910,0,0,0,2020,10739677.4
1,826.0,2020,4,29,11170,13100,517,8473000,28,22,210,2,7,10,2020,21623632.0
1,149.0,2018,1,5,11290,13500,910,2478000,8,14,150,2,4,10,2020,3355704.7
0,602.0,2017,9,8,11650,10900,0,475300,2,44,510,2,7,12,2020,695747.5
1,36.3,2018,10,4,11410,10400,0,3153000,8,15,110,2,4,10,2020,6060606.1
1,443.0,2018,7,10,11500,11200,112,200000,2,44,510,2,4,8,2020,237020.3
1,375.9,2020,12,18,11440,12200,0,11100000,8,22,240,2,3,8,2020,37813248.2
1,127.7,2016,10,4,11170,11500,507,4200000,8,14,160,3,7,8,2020,5873140.2
1,35.4,2020,3,30,11140,17100,15,4470000,8,16,110,2,2,10,2020,18361581.9
1,44.0,2018,3,5,11140,15600,7,23300000,8,22,230,2,4,5,2020,18972727.3
0,35.0,2016,3,2,11215,10700,0,2376000,14,22,910,0,0,0,2020,5542857.1
4,336.0,2016,8,19,11305,10400,645,3030000,5,13,210,2,4,1,2020,2380952.4
3,295.0,2020,1,18,11290,13300,908,4656000,8,14,310,2,8,4,2020,6050000.0
1,69.0,2020,7,21,11530,10700,701,3097000,8,15,150,2,4,9,2020,4232753.6
1,53.0,2020,1,22,11170,13100,517,7416000,1,14,110,3,4,8,2020,6320754.7
1,46.0,2020,1,13,11530,10600,602,801900,28,13,910,3,1,10,2020,1304347.8
1,106.0,2019,3,5,11650,10100,0,1614000,28,43,160,3,5,8,2020,1556603.8
1,321.0,2016,9,2,11530,10700,701,2974000,8,22,150,3,4,10,2020,3613707.2
2,139.5,2016,5,16,11140,16800,1,5230000,8,16,240,2,4,7,2016,5412616.5
1,70.4,2016,8,2,11170,11900,508,6489000,8,14,140,3,7,2,2020,5420454.5
4,74.1,2018,12,5,11620,10100,575,11120000,8,22,210,2,2,1,2020,16194332.0
4,586.1,2019,9,30,11680,10800,0,23380000,8,22,230,2,3,3,2020,34285958.0
3,73.0,2019,12,4,11530,10800,800,1254000,2,33,910,2,7,4,2020,3479452.1
1,36.0,2019,8,2,11530,10100,101,1056000,1,33,910,2,1,8,2020,1026111.1
0,605.0,2017,10,11,11110,18400,905,71400,5,44,720,4,7,12,2020,87504.1
2,67.0,2018,3,29,11500,10900,902,1191000,8,16,910,2,4,7,2020,3731343.3
3,530.0,2016,4,25,11200,10600,0,2808000,1,14,140,2,4,4,2018,5383962.3
2,161.0,2020,7,6,11320,10600,3,1873000,8,13,330,2,7,7,2020,2546583.9
4,812.0,2016,6,20,11500,10300,304,5405000,8,15,210,2,3,1,2020,5788177.3
0,61.6,2017,10,20,11290,13400,909,2960000,8,14,150,2,4,8,2020,2319967.5
2,570.2,2018,3,22,11110,17500,916,7908000,8,22,220,2,1,7,2020,16637478.1
1,101.5,2018,11,15,11500,10300,301,4305000,8,15,240,2,2,3,2020,9186206.9
3,63.0,2016,10,7,11560,13200,630,3552000,8,14,130,2,4,5,2020,3174603.2
1,72.4,2020,4,29,11110,17500,916,3231000,8,16,330,2,4,10,2020,6215469.6
0,175.0,2016,6,30,11560,13300,700,5330000,8,14,140,2,4,2,2020,1270000.0
3,194.4,2018,7,8,11110,16200,911,14120000,8,22,230,2,4,12,2020,18672839.5
0,172.0,2017,2,15,11500,11000,110,288400,28,44,530,1,4,12,2020,697674.4
2,125.0,2018,3,15,11650,10900,0,560500,1,44,510,2,7,6,2020,873920.0
1,34.0,2016,8,19,11350,10600,0,3090000,8,14,310,2,2,10,2020,2647058.8
1,345.0,2020,12,9,11290,10100,901,3637000,8,11,160,3,4,8,2020,5405797.1
4,925.6,2019,4,15,11440,11000,0,16910000,8,16,220,2,4,3,2020,25840298.2
4,887.0,2019,10,15,11530,10600,601,5233000,12,33,220,2,5,2,2020,8491544.5
1,469.0,2016,5,27,11740,10200,102,3205000,8,44,110,2,7,8,2020,2025586.4
1,460.0,2016,5,10,11530,11000,110,3385000,8,14,230,2,4,9,2018,4499173.9
2,33.5,2020,12,7,11560,11800,585,3133000,8,14,150,2,7,6,2020,6623880.6
3,660.1,2016,4,6,11680,11100,0,4847000,25,14,160,2,4,4,2020,2809998.5
0,46.0,2016,2,18,11590,10500,209,6800000,8,14,140,2,7,2,2020,4020000.0
0,367.0,2019,6,5,11650,10900,0,344000,1,44,510,2,8,12,2020,559455.0
1,120.1,2020,1,22,11350,10300,0,2888000,8,15,110,2,1,8,2020,5348792.7
2,49.0,2020,10,6,11290,13600,911,4478000,8,22,110,2,4,6,2020,5979591.8
1,99.0,2019,11,7,11290,13400,909,3320000,8,16,110,2,4,10,2020,3838383.8
4,512.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020,10394609.4
1,44.0,2016,5,2,11590,10700,215,1470000,8,13,160,3,7,8,2020,2230000.0
1,40.0,2016,3,9,11380,10700,109,3500000,8,14,150,2,7,2,2020,3737500.0
4,684.0,2019,10,15,11530,10600,601,5233000,9,33,220,2,5,2,2020,8491228.1
0,66.0,2019,11,20,11200,10600,0,841500,8,14,910,2,0,0,2020,833333.3
4,205.2,2016,12,29,11320,10600,1,4378000,8,15,220,2,7,2,2020,3654970.8
0,141.0,2016,8,31,11650,10900,0,2768000,8,11,150,3,7,10,2020,3546099.3
1,177.0,2020,8,20,11545,10300,560,4380000,5,33,230,2,7,8,2020,4406779.7
1,565.0,2018,10,5,11650,10900,0,529200,2,44,510,2,7,8,2020,998761.1
1,87.6,2019,1,22,11140,15700,7,9701000,8,22,210,2,7,8,2020,11344863.0
1,87.6,2020,6,30,11140,16500,14,5803000,8,22,210,2,2,8,2020,16851598.2
0,395.0,2019,9,24,11290,13500,910,1059000,8,14,910,0,0,0,2020,485063.3
1,93.2,2019,7,3,11560,12100,605,3680000,8,16,160,2,7,10,2020,8167489.3
4,229.4,2019,4,10,11680,10500,0,37420000,8,22,230,2,3,1,2020,46175719.3
2,46.0,2018,4,24,11440,10200,0,8080000,8,14,240,2,4,6,2020,5391304.3
1,248.7,2020,3,26,11680,10100,0,8390000,8,13,310,2,3,8,2020,16103739.4
3,624.1,2019,8,6,11710,10600,14,6843000,8,14,330,2,4,5,2020,11921486.9
1,165.0,2018,10,4,11200,11400,0,6256000,8,14,130,2,8,8,2020,9090909.1
2,228.1,2016,9,8,11140,11000,3,28300000,8,22,230,2,1,6,2020,43071942.1
1,42.0,2016,10,14,11290,10100,901,2286000,5,11,110,3,4,10,2020,3261904.8
2,41.0,2016,8,25,11350,10300,0,2987000,8,14,320,2,4,6,2020,1878048.8
4,208.0,2019,12,27,11380,10600,108,7341000,8,22,230,2,4,1,2020,14457403.8
1,684.0,2019,10,18,11650,10900,0,525000,1,44,510,2,3,8,2020,833333.3
1,84.0,2016,6,23,11350,10600,0,3927000,8,14,210,2,4,9,2020,6580000.0
1,95.6,2016,8,25,11170,11900,508,6489000,8,14,140,3,7,2,2020,2989958.2
1,823.0,2018,12,11,11650,10400,0,320000,1,44,510,3,7,8,2020,459295.3
0,377.0,2017,10,11,11110,18400,905,71400,5,44,720,4,4,12,2020,94005.3
1,53.6,2020,8,18,11140,14700,6,5426000,8,15,210,2,1,8,2020,11007462.7
1,66.0,2019,12,2,11500,10800,108,2498000,1,14,150,2,7,8,2020,4090909.1
3,330.0,2018,2,13,11740,10100,101,689500,1,44,510,3,1,4,2020,545454.5
4,710.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020,10394619.7
1,192.3,2020,7,1,11710,11100,8,5845000,8,15,150,2,3,8,2020,6240249.6
2,119.0,2016,11,14,11230,10300,1,4508000,8,15,240,2,3,1,2020,5462184.9
0,128.0,2017,6,22,11290,10100,901,375500,5,11,730,3,7,12,2020,214843.8
1,368.3,2019,7,24,11410,11800,3,3550000,8,14,130,2,3,8,2020,4948411.6
3,39.8,2016,7,15,11110,14800,909,7871000,8,13,330,2,4,5,2020,11984924.6
1,872.0,2019,5,2,11110,18300,906,2441000,8,11,160,5,4,8,2020,974770.6
2,228.8,2020,1,17,11680,10700,0,22740000,8,15,240,2,3,6,2020,27534965.0
1,272.3,2016,5,18,11260,10300,11,2534000,8,14,130,3,4,8,2020,2460521.5
3,310.0,2019,4,16,11590,10200,204,5078000,8,15,320,3,7,4,2020,25806451.6
1,36.0,2016,6,27,11410,11800,2,3000000,8,14,150,2,4,5,2020,2325000.0
1,218.0,2019,5,30,11410,11800,3,2590000,8,15,150,3,7,1,2020,3669724.8
3,66.1,2018,8,9,11110,12100,903,11800000,8,16,310,2,4,4,2020,11059001.5
1,129.7,2019,11,30,11215,10500,2,4077000,8,15,110,2,8,8,2020,7710100.2
1,44.9,2018,6,9,11170,10900,504,3766000,8,13,110,3,4,10,2020,4940089.1
1,48.0,2019,3,15,11230,11000,2,2625000,8,16,950,2,3,8,2020,5416666.7
1,268.0,2016,12,6,11410,11800,2,3000000,8,14,150,2,4,5,2020,1870000.0
1,79.0,2019,11,8,11740,10800,108,4248000,8,14,130,2,4,8,2020,6508227.8
1,79.3,2018,8,13,11560,10200,535,5110000,8,22,210,2,7,9,2019,12131147.5
1,37.0,2019,8,12,11230,10400,2,2809000,8,14,110,2,2,10,2020,4270000.0
2,585.8,2018,6,1,11680,11100,0,4199000,8,14,210,2,3,6,2020,7100546.3
4,617.2,2020,11,10,11380,10700,109,5849000,8,16,230,2,7,3,2020,10045366.2
4,675.0,2018,4,9,11650,11000,0,904200,1,44,510,2,7,1,2020,1087407.4
3,364.0,2020,4,23,11620,10300,630,9632000,8,22,230,3,2,5,2020,19230769.2
1,46.0,2019,6,13,11410,11800,0,2900000,8,14,150,3,7,1,2020,4668913.0
1,207.0,2016,12,29,11680,10400,0,13640000,8,15,140,2,2,5,2020,17280193.2
3,251.2,2016,10,25,11140,15400,6,11780000,8,22,240,2,4,4,2020,18630573.2
4,109.0,2016,11,21,11410,11800,3,3785000,8,15,140,2,7,2,2020,4825688.1
0,529.7,2018,9,20,11110,17500,916,3950000,8,22,230,2,7,12,2020,3114970.7
0,33.0,2020,2,13,11290,10300,902,848100,8,15,910,0,0,0,2020,2727272.7
1,117.8,2018,12,25,11470,10100,503,4260000,10,14,150,2,4,7,2020,8149405.8
2,243.0,2016,5,20,11260,10200,9,3197000,8,14,130,2,4,7,2020,4403292.2
1,255.0,2019,5,22,11440,12500,0,4140000,1,24,230,2,4,7,2020,9078431.4
1,676.9,2018,11,22,11170,13100,518,10470000,8,11,160,3,4,9,2020,13295907.8
2,141.4,2016,4,30,11620,10100,595,3300000,8,13,110,3,3,6,2020,5162659.1
0,56.0,2016,3,21,11140,16500,14,5630000,8,22,160,3,4,8,2020,4464285.7
2,72.0,2018,12,24,11530,10200,202,2728000,8,14,160,3,3,7,2020,8050000.0
0,40.0,2018,5,2,11380,11400,0,110200,2,44,910,0,0,0,2020,250000.0
3,662.0,2018,10,4,11740,10300,103,709200,2,44,510,2,7,4,2020,1208459.2
3,43.0,2020,4,3,11620,10200,745,1151000,5,13,910,2,7,4,2020,2464418.6
1,143.4,2020,8,24,11440,10600,0,5239000,8,14,110,2,4,8,2020,8368200.8
0,43.0,2018,1,31,11410,11800,0,216900,10,13,720,3,7,12,2020,628604.7
3,226.0,2020,4,1,11350,10500,13,3900000,8,16,330,2,4,5,2020,6891991.2
1,56.0,2018,1,18,11290,13700,912,2621000,8,14,130,3,4,8,2020,4071428.6
1,250.0,2019,3,29,11680,11100,0,3660000,8,11,110,2,1,8,2020,7002000.0
1,135.0,2016,6,7,11380,10300,103,470000,8,44,150,3,3,10,2020,666666.7
1,183.9,2020,5,7,11260,10200,9,2141000,8,14,150,3,4,8,2020,5057096.2
1,152.0,2019,1,23,11110,18400,905,2404000,8,13,110,4,7,8,2020,2453289.5
3,106.0,2016,11,16,11320,10500,1,2376000,8,14,310,2,7,5,2020,3301886.8
1,215.2,2020,3,30,11215,10100,4,2975000,8,15,110,2,8,8,2020,7753345.7
0,61.0,2020,1,3,11200,10700,0,1425000,8,15,910,3,0,0,2020,3005082.0
1,227.0,2016,3,21,11620,10100,545,3230000,8,14,130,2,7,8,2020,3744493.4
1,129.0,2018,9,13,11110,18200,906,1561000,8,44,110,4,4,10,2020,1356589.1
1,337.0,2019,3,26,11530,10800,800,3228000,8,22,330,2,7,10,2020,7715133.5
1,159.0,2019,11,11,11380,11000,117,3660000,8,14,150,2,7,2,2020,7646289.3
1,76.0,2020,8,24,11590,10400,201,3045000,8,15,110,2,7,10,2020,9078947.4
2,277.0,2019,10,8,11620,10200,745,3992000,2,14,320,2,4,9,2020,3628158.8
0,181.9,2020,8,28,11320,10700,1,1178000,8,22,910,2,3,0,2020,8246289.2
2,93.0,2020,2,27,11620,10100,565,3012000,2,15,110,3,4,7,2020,4086021.5
0,36.0,2019,9,6,11380,10600,0,927300,8,14,910,0,0,0,2020,1230000.0
4,73.0,2019,5,24,11740,10800,108,9000000,8,15,230,2,7,2,2020,10096712.3
0,202.0,2020,5,8,11305,10100,545,2273000,8,22,910,2,0,0,2020,2227722.8
2,150.0,2016,8,19,11305,10400,645,3200000,8,13,210,2,7,2,2020,2666666.7
0,46.0,2018,1,29,11440,10900,0,4140000,1,14,150,3,7,3,2020,2880434.8
2,57.0,2019,9,25,11350,10500,11,2517000,1,14,160,2,4,6,2020,5171929.8
1,534.0,2020,9,21,11650,10300,0,3010000,8,44,110,2,2,8,2020,4838951.3
1,40.0,2019,7,10,11410,12000,1,6095000,8,16,230,2,7,5,2020,13000000.0
1,113.0,2016,6,14,11470,10100,507,1740000,8,14,410,2,1,9,2016,2809734.5
1,41.0,2016,10,11,11305,10200,600,2819000,8,14,160,2,7,6,2020,2439024.4
1,89.0,2016,8,25,11530,10800,0,3384000,8,22,150,2,7,8,2020,3766292.1
1,47.0,2019,2,18,11305,10400,645,2396000,8,14,130,2,4,9,2020,4425531.9
1,49.9,2016,7,5,11170,11000,505,3979000,8,14,110,3,4,8,2020,4850100.2
1,904.2,2020,11,24,11650,10800,0,9670000,8,15,230,2,3,9,2020,15700000.0
0,85.0,2017,12,4,11140,16100,7,24000000,8,22,210,2,3,4,2020,10980000.0
1,169.6,2020,10,14,11470,10300,702,2251000,8,15,110,3,4,10,2020,4154952.8
3,804.3,2016,7,1,11560,12900,620,3753000,8,14,130,2,2,5,2020,7335571.3
1,309.6,2018,5,23,11650,10800,0,11800000,8,22,230,2,1,9,2020,20267474.2
1,764.0,2016,7,5,11530,10900,109,1975000,5,14,130,3,4,9,2018,3478664.9
1,93.0,2019,9,30,11440,12200,0,4856000,8,13,150,2,4,8,2020,8032258.1
1,665.2,2019,5,31,11320,10800,1,2848000,8,14,330,2,1,8,2020,4983463.6
2,93.0,2018,1,6,11410,11100,2,3400000,8,14,150,3,2,2,2020,930000.0
1,73.0,2018,1,31,11170,10100,501,3942000,8,13,110,3,4,8,2020,4931506.8
2,96.0,2020,7,4,11200,11500,0,9000000,8,15,210,2,4,6,2020,18229166.7
1,150.0,2018,2,8,11590,10700,216,5900000,8,15,230,2,4,8,2020,15557666.7
1,235.3,2018,5,15,11710,11100,8,11910000,8,22,220,2,4,9,2020,22558436.0
1,60.0,2016,7,23,11410,11100,3,2767000,8,14,110,2,2,8,2020,4266666.7
3,288.7,2020,2,27,11545,10300,600,4825000,8,14,210,2,4,4,2020,6809837.2
1,52.0,2020,3,13,11620,10200,745,1981000,8,14,150,3,8,8,2020,2978076.9
1,36.0,2020,11,19,11320,10500,1,1290000,8,13,150,2,4,10,2020,3055555.6
4,166.6,2018,1,24,11410,10200,0,12780000,8,16,240,2,4,3,2020,13205282.1
2,56.0,2016,1,28,11230,10900,2,3699000,8,15,230,2,7,7,2020,2946428.6
1,188.8,2018,6,8,11200,10300,0,3805000,8,14,160,2,7,8,2020,3972457.6
2,65.7,2020,7,15,11200,10500,0,3450000,8,14,110,2,4,6,2020,5689954.3
1,198.0,2016,12,13,11110,18300,906,1587000,1,11,150,3,7,8,2020,1111111.1
4,135.0,2016,7,25,11290,13600,911,9212000,8,22,210,2,4,1,2020,7407407.4
1,35.0,2019,3,27,11110,18300,906,3102000,8,14,110,3,5,8,2020,3428571.4
4,144.1,2016,6,23,11680,10300,0,8064000,8,14,230,2,4,1,2020,7585010.4
1,63.0,2016,11,11,11290,13300,908,1944000,28,14,110,3,8,8,2020,1111111.1
4,42.5,2018,5,25,11590,10200,203,9360000,8,15,210,2,2,3,2020,13808705.9
1,115.0,2018,4,25,11740,10900,109,6230000,8,22,240,2,4,6,2019,17858782.6
2,56.0,2019,4,12,11590,10200,204,4022000,8,14,130,3,7,7,2020,4350000.0
1,42.3,2020,11,30,11230,10700,2,2887000,8,15,110,2,3,10,2020,2328605.2
1,83.6,2016,6,22,11230,10700,2,2850000,8,14,110,3,4,10,2020,2751196.2
0,43.0,2016,1,25,11590,10500,209,4210000,8,14,110,3,4,8,2020,3441860.5
4,92.2,2020,4,23,11620,10200,655,4932000,8,15,240,1,4,3,2020,8095987.0
1,57.0,2019,6,13,11350,10500,11,2611000,8,16,150,2,7,8,2020,5368421.1
4,106.5,2016,12,12,11290,11100,904,7338000,8,22,240,2,2,1,2019,10516431.9
1,307.0,2018,4,2,11650,10100,0,4855000,8,13,130,3,4,8,2020,6872964.2
2,83.3,2016,3,16,11170,12800,512,22100000,8,22,240,2,4,2,2020,17999880.0
0,91.0,2017,2,18,11350,10500,13,3760000,8,14,140,2,7,2,2020,1538461.5
4,209.0,2020,5,26,11110,18300,906,3907000,8,14,320,2,7,3,2020,5015933.0
1,41.0,2018,1,24,11290,11200,904,3106000,8,14,110,3,3,8,2020,5853658.5
1,227.8,2019,11,12,11170,10100,501,4673000,8,14,150,2,4,8,2020,6145741.9
2,44.0,2020,10,22,11230,10900,1,2961000,8,14,150,2,4,6,2020,4397727.3
1,136.5,2020,5,16,11500,10300,301,3377000,8,22,210,2,3,10,2020,12527472.5
3,960.5,2016,12,23,11500,10300,306,1164000,8,13,910,3,2,4,2020,865996.9
4,177.0,2019,10,8,11110,18300,906,4589000,8,14,230,2,7,2,2020,3263389.8
3,817.0,2020,12,1,11530,10800,800,3800000,8,14,210,2,4,4,2020,7711138.3
3,561.6,2019,7,26,11620,10200,725,4747000,8,14,230,2,7,4,2020,6855413.1
3,75.6,2020,1,16,11410,10200,0,5950000,8,15,310,2,7,5,2020,5787301.6
1,106.0,2020,9,18,11590,10400,201,3105000,8,15,110,2,7,10,2020,9075471.7
2,113.6,2018,3,6,11710,11400,0,3574000,8,14,140,2,3,6,2020,4910123.2
1,150.1,2020,4,9,11560,10500,535,5359000,8,16,240,2,8,8,2020,17240506.3
4,67.4,2019,8,1,11170,12800,0,12980000,15,14,210,2,7,3,2020,18178338.3
1,142.7,2016,4,21,11545,10300,590,2850000,8,16,130,3,3,8,2020,5816398.0
0,53.0,2016,10,19,11380,10700,0,4090000,8,14,150,3,4,5,2020,2745094.3
1,34.4,2016,4,15,11110,11100,902,4733000,8,14,110,2,4,8,2020,11482558.1
1,67.8,2020,2,28,11410,11600,0,3675000,8,22,160,3,3,10,2020,14233038.3
4,568.4,2019,3,15,11260,10500,16,4960000,8,15,240,2,7,2,2020,5882389.2
3,153.1,2019,4,9,11170,10100,501,1121000,5,13,160,3,4,4,2020,1452645.3
4,609.0,2016,7,12,11290,13800,913,3110000,2,14,150,2,4,5,2020,4374400.7
1,152.0,2020,3,12,11350,10500,13,3563000,8,16,310,2,4,8,2020,5995000.0
1,539.0,2019,1,28,11320,10800,1,312200,5,44,610,2,7,8,2020,371057.5
0,71.4,2016,11,8,11410,10900,0,735900,8,14,910,0,0,0,2020,2316246.5
4,963.0,2016,5,12,11740,10700,107,713400,1,44,510,2,4,1,2020,716510.9
3,145.5,2018,9,18,11110,10600,903,6202000,8,13,240,2,4,4,2020,14089347.1
1,89.9,2020,4,10,11680,10500,0,12430000,8,14,210,2,1,8,2020,22525027.8
1,102.0,2018,11,21,11290,13600,911,6480000,8,16,310,2,4,3,2020,9842156.9
1,265.0,2020,7,16,11500,10900,903,281300,1,44,530,1,7,8,2020,588679.2
0,160.0,2017,3,10,11290,10100,901,375500,5,11,730,3,7,12,2020,362500.0
1,74.0,2019,1,23,11110,18400,905,927400,8,13,910,0,0,0,2020,979729.7
3,225.0,2016,4,25,11200,10600,0,2808000,1,14,140,2,4,4,2018,4368888.9
1,321.2,2018,1,3,11680,10100,0,5464000,8,11,160,2,2,8,2020,8966376.1
0,73.4,2020,7,9,11140,12500,3,8316000,8,22,230,2,3,12,2020,27352588.6
1,63.5,2019,1,22,11140,15700,7,9701000,8,22,210,2,7,8,2020,11344881.9
4,190.1,2016,12,12,11290,11100,0,7338000,8,22,210,2,2,1,2020,11046817.5
2,360.8,2019,12,12,11170,10700,503,12200000,8,22,210,3,7,6,2020,27066657.4
2,180.0,2019,11,18,11530,10100,101,1303000,8,33,910,2,4,7,2020,1663722.2
3,67.0,2019,9,2,11290,13500,910,3852000,8,16,310,2,7,4,2020,7910447.8
2,76.0,2020,7,3,11410,11800,1,4960000,8,15,240,2,4,6,2020,8092105.3
1,70.0,2020,1,8,11260,10300,11,2484000,8,14,110,2,8,8,2020,2267428.6
2,160.0,2020,12,22,11680,11100,0,3920000,8,11,110,2,1,6,2020,7256250.0
0,264.0,2019,5,24,11350,10200,0,973500,8,15,910,2,7,0,2020,1837121.2
4,227.4,2019,4,12,11260,10500,17,3801000,8,15,230,2,3,3,2020,10246262.1
1,750.0,2016,10,11,11560,10800,535,3331000,8,15,150,2,1,9,2020,5671013.3
3,174.3,2020,5,11,11710,10500,13,8342000,8,14,230,2,3,4,2020,11474469.3
0,52.6,2016,8,16,11290,10900,903,3105000,8,14,150,2,4,12,2020,5138783.3
3,633.3,2019,11,11,11500,10300,301,5150000,8,14,210,2,4,5,2020,5605558.2
2,50.0,2020,12,10,11215,10400,0,3880000,8,14,320,2,7,6,2020,6845000.0
