road_type,lot_ar,contract_ym,contract_day,price,key
8m미만,74.4,202002,28,1045000000.0,17258826297504710650
12m미만,70.0,201612,2,523530000.0,13166947972804545410
8m미만,89.3,202001,3,1483670000.0,61656073169746549520
25m미만,66.0,201908,23,1939740000.0,59981219237119247751
12m미만,70.0,201803,21,575050000.0,20121106217747281470
-,53.0,201703,13,96000000.0,88635489936122678100
8m미만,59.2,201601,19,260000000.0,48516066356343895110
-,235.0,201605,31,140000000.0,6086440807365166600
8m미만,90.0,202006,13,200000000.0,21922502855374106920
25m이상,248.0,201606,24,1363990000.0,43777796586592896420
8m미만,35.7,201606,13,190000000.0,83404924916689813300
8m미만,427.0,201609,5,1280000000.0,55402616484752732981
8m미만,55.7,201908,8,485000000.0,2501150718488430260
8m미만,93.7,201911,7,340000000.0,1078948662361007350
-,132.0,201607,25,135040000.0,78573028492926353301
25m미만,116.0,201912,27,1556410000.0,29402092400512491971
8m미만,165.0,201810,25,1050000000.0,35255235525481296441
8m미만,38.7,201903,7,182000000.0,90932700753099624721
8m미만,50.0,201907,22,63890000.0,53046636516988023820
8m미만,337.0,201811,28,1352000000.0,31633725074798080451
25m미만,254.0,201604,25,1117000000.0,3483382642444134260
-,124.0,202002,26,1331720000.0,35684983888737299301
8m미만,826.0,202004,29,17861120000.0,60901511453418488880
8m미만,149.0,201801,5,500000000.0,90734961112534987771
-,602.0,201709,8,418840000.0,7614635155669524751
8m미만,36.3,201810,4,220000000.0,67560974110732538530
8m미만,443.0,201807,10,105000000.0,68266738109639280811
8m미만,375.9,202012,18,14214000000.0,87252344842665654271
8m미만,127.7,201610,4,750000000.0,83737081459845370900
8m미만,35.4,202003,30,650000000.0,52683261096001556640
8m미만,44.0,201803,5,834800000.0,24422210240485534320
-,35.0,201603,2,194000000.0,50580066957002999320
25m이상,336.0,201608,19,800000000.0,5889491250656394090
25m미만,295.0,202001,18,1784750000.0,14800184659450200440
8m미만,69.0,202007,21,292060000.0,75226049601441292610
8m미만,53.0,202001,22,335000000.0,34387865167625690191
8m미만,46.0,202001,13,60000000.0,59526078066656577201
8m미만,106.0,201903,5,165000000.0,46734334149984335571
8m미만,321.0,201609,2,1160000000.0,77066150328876687701
12m미만,139.5,201605,16,755060000.0,24740535640684333160
8m미만,70.4,201608,2,381600000.0,60713717453761347541
25m이상,74.1,201812,5,1200000000.0,65410133130224516920
25m이상,586.1,201909,30,20095000000.0,38598228280638614180
25m미만,73.0,201912,4,254000000.0,15320904006107717130
8m미만,36.0,201908,2,36940000.0,86885368601995657671
-,605.0,201710,11,52940000.0,880518755502215460
12m미만,67.0,201803,29,250000000.0,29546674606175599401
25m미만,530.0,201604,25,2853500000.0,14009760073832623750
12m미만,161.0,202007,6,410000000.0,61110961316633013841
25m이상,812.0,201606,20,4700000000.0,25813848346636127450
-,61.6,201710,20,142910000.0,9116445263928723261
12m미만,570.2,201803,22,9486690000.0,35765291434818345890
8m미만,101.5,201811,15,932400000.0,85240268478049006450
25m미만,63.0,201610,7,200000000.0,85800798411670543431
8m미만,72.4,202004,29,450000000.0,92208409765454384990
-,175.0,201606,30,222250000.0,38154200188046903661
25m미만,194.4,201807,8,3630000000.0,81821221857545773630
-,172.0,201702,15,120000000.0,91904782008803992261
12m미만,125.0,201803,15,109240000.0,722795734099486531
8m미만,34.0,201608,19,90000000.0,83087057272457963551
8m미만,345.0,202012,9,1865000000.0,38871880555518641620
25m이상,925.6,201904,15,23917780000.0,33972977981390739491
25m이상,887.0,201910,15,7532000000.0,68355505365721971930
8m미만,469.0,201605,27,950000000.0,71633078170416333400
8m미만,460.0,201605,10,2069620000.0,4179081966031730971
12m미만,33.5,202012,7,221900000.0,41046963155672547730
25m미만,660.1,201604,6,1854880000.0,13113331577293293311
-,46.0,201602,18,184920000.0,18827741184767494681
-,367.0,201906,5,205320000.0,90719892240224813791
8m미만,120.1,202001,22,642390000.0,78763544036915694951
12m미만,49.0,202010,6,293000000.0,52698416125576875340
8m미만,99.0,201911,7,380000000.0,4640216355285935121
25m이상,512.0,201912,27,5322040000.0,15402048780210627521
8m미만,44.0,201605,2,98120000.0,82594891797380676220
8m미만,40.0,201603,9,149500000.0,29413568960164462171
25m이상,684.0,201910,15,5808000000.0,62876503743616603501
-,66.0,201911,20,55000000.0,91098904523315804580
25m이상,205.2,201612,29,750000000.0,5537798160736423780
-,141.0,201608,31,500000000.0,51800854812425524371
8m미만,177.0,202008,20,780000000.0,37859929443155052810
8m미만,565.0,201810,5,564300000.0,59885736071786766580
8m미만,87.6,201901,22,993810000.0,38032170569515325131
8m미만,87.6,202006,30,1476200000.0,34076206681792797560
-,395.0,201909,24,191600000.0,29617650342680367590
8m미만,93.2,201907,3,761210000.0,1593388954835040911
25m이상,229.4,201904,10,10592710000.0,42359296717359254450
12m미만,46.0,201804,24,248000000.0,54058923390322706211
8m미만,248.7,202003,26,4005000000.0,66734469926857674101
25m미만,624.1,201908,6,7440200000.0,54756216110353902611
8m미만,165.0,201810,4,1500000000.0,86114903734012719230
12m미만,228.1,201609,8,9824710000.0,6776256078781928180
8m미만,42.0,201610,14,137000000.0,3053279194205278570
12m미만,41.0,201608,25,77000000.0,86379490926223328150
25m이상,208.0,201912,27,3007140000.0,7145785017573891131
8m미만,684.0,201910,18,570000000.0,44023433717533825451
8m미만,84.0,201606,23,552720000.0,48614034910851794390
8m미만,95.6,201608,25,285840000.0,90173725319287160470
8m미만,823.0,201812,11,378000000.0,27330165516998268930
-,377.0,201710,11,35440000.0,6844146187719428781
8m미만,53.6,202008,18,590000000.0,48981885993336106181
8m미만,66.0,201912,2,270000000.0,49760516200002240431
25m미만,330.0,201802,13,180000000.0,23580555261188962551
25m이상,710.0,201912,27,7380180000.0,80093134120896253490
8m미만,192.3,202007,1,1200000000.0,77061101188777690810
12m미만,119.0,201611,14,650000000.0,84099984713441473170
-,128.0,201706,22,27500000.0,18572744806557865901
8m미만,368.3,201907,24,1822500000.0,38580205136822363300
25m미만,39.8,201607,15,477000000.0,6625711688134806191
8m미만,872.0,201905,2,850000000.0,46870469008444449721
12m미만,228.8,202001,17,6300000000.0,28033820306312908441
8m미만,272.3,201605,18,670000000.0,7576664162459334590
25m미만,310.0,201904,16,8000000000.0,309439262709016840
8m미만,36.0,201606,27,83700000.0,86074636511329507591
8m미만,218.0,201905,30,800000000.0,32278841901812543430
25m미만,66.1,201808,9,731000000.0,67074845073722736850
8m미만,129.7,201911,30,1000000000.0,56937710658483816820
8m미만,44.9,201806,9,221810000.0,40558845623942027920
8m미만,48.0,201903,15,260000000.0,69761235143668748600
8m미만,268.0,201612,6,501160000.0,44284122741967519561
8m미만,79.0,201911,8,514150000.0,9174822893921839270
8m미만,79.3,201808,13,962000000.0,29837231895018979961
8m미만,37.0,201908,12,157990000.0,28947458079730786991
12m미만,585.8,201806,1,4159500000.0,68108248630887139150
25m이상,617.2,202011,10,6200000000.0,62207999164106249561
25m이상,675.0,201804,9,734000000.0,55142222699580838310
25m미만,364.0,202004,23,7000000000.0,54616047821675562341
8m미만,46.0,201906,13,214770000.0,91652266184619126461
8m미만,207.0,201612,29,3577000000.0,33351714197702085720
25m미만,251.2,201610,25,4680000000.0,14224638058631971280
25m이상,109.0,201611,21,526000000.0,40587318337450481190
-,529.7,201809,20,1650000000.0,55046750193061236341
-,33.0,202002,13,90000000.0,25729593343394823830
8m미만,117.8,201812,25,960000000.0,15090968926145498821
12m미만,243.0,201605,20,1070000000.0,33394982076841112841
8m미만,255.0,201905,22,2315000000.0,57478413277135420261
8m미만,676.9,201811,22,9000000000.0,75134375104256090191
12m미만,141.4,201604,30,730000000.0,75425726497693348041
-,56.0,201603,21,250000000.0,68818571580388941811
12m미만,72.0,201812,24,579600000.0,50098246444349622330
-,40.0,201805,2,10000000.0,87681485812677642690
25m미만,662.0,201810,4,800000000.0,58291354874834164230
25m미만,43.0,202004,3,105970000.0,4059986563444698930
8m미만,143.4,202008,24,1200000000.0,14656754964745076930
-,43.0,201801,31,27030000.0,77979016258448225001
25m미만,226.0,202004,1,1557590000.0,9433664614716356620
8m미만,56.0,201801,18,228000000.0,20464886961553694301
8m미만,250.0,201903,29,1750500000.0,73765472141410775061
8m미만,135.0,201606,7,90000000.0,52408285407680178290
8m미만,183.9,202005,7,930000000.0,28624794344697805871
8m미만,152.0,201901,23,372900000.0,18875010516169632201
25m미만,106.0,201611,16,350000000.0,11115735403216059991
8m미만,215.2,202003,30,1668520000.0,84972285830945494141
-,61.0,202001,3,183310000.0,38778231785666410551
8m미만,227.0,201603,21,850000000.0,69641460156744464711
8m미만,129.0,201809,13,175000000.0,20288848725722063540
8m미만,337.0,201903,26,2600000000.0,39287722228106229011
8m미만,159.0,201911,11,1215760000.0,23405747565367357230
8m미만,76.0,202008,24,690000000.0,41223519675639683971
12m미만,277.0,201910,8,1005000000.0,89913520484608633011
-,181.9,202008,28,1500000000.0,17288623462246815001
12m미만,93.0,202002,27,380000000.0,33019872122075541470
-,36.0,201909,6,44280000.0,72814393573893643520
25m이상,73.0,201905,24,737060000.0,4201129354679880250
-,202.0,202005,8,450000000.0,12931982327950010330
12m미만,150.0,201608,19,400000000.0,9805748401146865791
-,46.0,201801,29,132500000.0,4024734910861456070
12m미만,57.0,201909,25,294800000.0,74703871854571672511
8m미만,534.0,202009,21,2584000000.0,62082113893023558501
8m미만,40.0,201907,10,520000000.0,37496685195070536171
8m미만,113.0,201606,14,317500000.0,45012424547242490610
8m미만,41.0,201610,11,100000000.0,36163797969863981121
8m미만,89.0,201608,25,335200000.0,40471342110052573381
8m미만,47.0,201902,18,208000000.0,76282244580959986300
8m미만,49.9,201607,5,242020000.0,36843383015772333610
8m미만,904.2,202011,24,14195940000.0,7324247539415573071
-,85.0,201712,4,933300000.0,51522464741485167230
8m미만,169.6,202010,14,704680000.0,24927338024972914031
25m미만,804.3,201607,1,5900000000.0,52288616677133053530
8m미만,309.6,201805,23,6274810000.0,58346224565596719810
8m미만,764.0,201607,5,2657700000.0,14830855342750745770
8m미만,93.0,201909,30,747000000.0,57174432631421247141
8m미만,665.2,201905,31,3315000000.0,41493867517492150801
12m미만,93.0,201801,6,86490000.0,9461481381945512931
8m미만,73.0,201801,31,360000000.0,73983641002199849880
12m미만,96.0,202007,4,1750000000.0,9109818436243292651
8m미만,150.0,201802,8,2333650000.0,46207729377232978030
8m미만,235.3,201805,15,5308000000.0,18731660100809543461
8m미만,60.0,201607,23,256000000.0,28337275667041094110
25m미만,288.7,202002,27,1966000000.0,5910369360016051410
8m미만,52.0,202003,13,154860000.0,18479985702461124150
8m미만,36.0,202011,19,110000000.0,28616416240898721451
25m이상,166.6,201801,24,2200000000.0,80523838560299280390
12m미만,56.0,201601,28,165000000.0,43267491928603639501
8m미만,188.8,201806,8,750000000.0,83767018701476811901
12m미만,65.7,202007,15,373830000.0,16222965586039087670
8m미만,198.0,201612,13,220000000.0,18166150807330638751
25m이상,135.0,201607,25,1000000000.0,5910190574032734911
8m미만,35.0,201903,27,120000000.0,3965641148854961340
25m이상,144.1,201606,23,1093000000.0,71684761807998507991
8m미만,63.0,201611,11,70000000.0,34735238296888280151
25m이상,42.5,201805,25,586870000.0,42039841729986015081
8m미만,115.0,201804,25,2053760000.0,55417793402892542151
12m미만,56.0,201904,12,243600000.0,73569400082567717960
8m미만,42.3,202011,30,98500000.0,68700942430969235950
8m미만,83.6,201606,22,230000000.0,20896520025088387421
-,43.0,201601,25,148000000.0,63394410700619506920
25m이상,92.2,202004,23,746450000.0,51348620869056744540
8m미만,57.0,201906,13,306000000.0,22914352661339949920
25m이상,106.5,201612,12,1120000000.0,57481365118701500950
8m미만,307.0,201804,2,2110000000.0,25339818325442505070
12m미만,83.3,201603,16,1499390000.0,18599533851096474391
-,91.0,201702,18,140000000.0,29401976723485333191
25m이상,209.0,202005,26,1048330000.0,14024908521416383230
8m미만,41.0,201801,24,240000000.0,8702808607523331440
8m미만,227.8,201911,12,1400000000.0,59659330749872279691
12m미만,44.0,202010,22,193500000.0,635183462497384901
8m미만,136.5,202005,16,1710000000.0,66640501184096408890
25m미만,960.5,201612,23,831790000.0,83228488737695755840
25m이상,177.0,201910,8,577620000.0,50190229274145339171
25m미만,817.0,202012,1,6300000000.0,65673380841128591340
25m미만,561.6,201907,26,3850000000.0,88218416529387507471
25m미만,75.6,202001,16,437520000.0,1073826860305879341
8m미만,106.0,202009,18,962000000.0,19394852920203860281
12m미만,113.6,201803,6,557790000.0,13164010723638218841
8m미만,150.1,202004,9,2587800000.0,65532118809223054250
25m이상,67.4,201908,1,1225220000.0,82166289424327060331
8m미만,142.7,201604,21,830000000.0,86001314974257549361
-,53.0,201610,19,145490000.0,31350630842841018330
8m미만,34.4,201604,15,395000000.0,38086811553126774510
8m미만,67.8,202002,28,965000000.0,88342174974929217990
25m이상,568.4,201903,15,3343550000.0,38745553401459418961
25m미만,153.1,201904,9,222400000.0,12520524054352372751
25m이상,609.0,201607,12,2664010000.0,61338405368302574951
8m미만,152.0,202003,12,911240000.0,14434488104482725091
8m미만,539.0,201901,28,200000000.0,38149284542095010060
-,71.4,201611,8,165380000.0,64530528767624062271
25m이상,963.0,201605,12,690000000.0,3350524066522596660
25m미만,145.5,201809,18,2050000000.0,5694061785844326480
8m미만,89.9,202004,10,2025000000.0,45061167554931910651
8m미만,102.0,201811,21,1003900000.0,63577400789073882271
8m미만,265.0,202007,16,156000000.0,43445524481923328040
-,160.0,201703,10,58000000.0,44278147414451795580
8m미만,74.0,201901,23,72500000.0,2607053668796419521
25m미만,225.0,201604,25,983000000.0,65020541904454669530
8m미만,321.2,201801,3,2880000000.0,50541922483112943131
-,73.4,202007,9,2007680000.0,5435678191490054630
8m미만,63.5,201901,22,720400000.0,37360937070158285730
25m이상,190.1,201612,12,2100000000.0,58425173868695368910
12m미만,360.8,201912,12,9765650000.0,21855095266139624641
12m미만,180.0,201911,18,299470000.0,4043522644494749510
25m미만,67.0,201909,2,530000000.0,12159863012526463560
12m미만,76.0,202007,3,615000000.0,20233334281119672701
8m미만,70.0,202001,8,158720000.0,19121464264159837941
12m미만,160.0,202012,22,1161000000.0,74527796616550766791
-,264.0,201905,24,485000000.0,69659381868821355590
25m이상,227.4,201904,12,2330000000.0,12860142879390367031
8m미만,750.0,201610,11,4253260000.0,18814291475042897441
25m미만,174.3,202005,11,2000000000.0,77013782498074764801
-,52.6,201608,16,270300000.0,89770470817657869141
25m미만,633.3,201911,11,3550000000.0,89209519545879345980
12m미만,50.0,202012,10,342250000.0,71250278460101897960
8m미만,496.0,201910,17,1461820000.0,31254248096566592391
8m미만,121.0,201601,21,650000000.0,79329825659888689361
8m미만,138.5,201803,16,418900000.0,29490655173015889210
-,92.0,201807,8,503000000.0,28720255893663502211
8m미만,702.0,201912,17,790000000.0,71021920396044697450
8m미만,123.0,201808,24,1864310000.0,55615653176005589470
8m미만,301.0,202005,13,186720000.0,24929409283418758911
8m미만,81.0,201806,26,220000000.0,81530811445719711160
8m미만,82.6,201806,12,2260000000.0,70526770197319408510
8m미만,56.0,201605,26,206270000.0,31199865333042242571
25m미만,46.0,201605,9,148730000.0,59093578569229484471
8m미만,96.0,201810,26,530000000.0,44483111367219090810
8m미만,111.5,201908,31,452000000.0,69746916408319200971
8m미만,46.0,201901,28,155110000.0,30929703292786473020
8m미만,104.1,201603,10,587260000.0,59761316597718862991
-,142.0,202012,10,600000000.0,73499978197561093181
12m미만,859.0,201910,9,1100000000.0,90884911487650599951
8m미만,96.0,202011,9,1150000000.0,75498761693879231471
8m미만,98.0,201810,24,400000000.0,56316370895647951711
25m미만,66.0,202001,17,1939740000.0,59981219237119247751
25m미만,119.0,202012,17,2700000000.0,28033299784871687791
25m이상,68.0,201905,24,686580000.0,35234957370956978410
8m미만,160.4,201606,24,882190000.0,42034740453230412360
12m미만,46.8,201606,8,115000000.0,9655659567988590441
25m이상,182.0,201812,10,450000000.0,28451418911755673941
8m미만,889.0,201802,12,200000000.0,31933213029168799121
25m이상,194.0,201612,8,1160000000.0,52044548423451799110
25m미만,118.3,201805,4,477710000.0,80156786329801066270
25m이상,179.5,201909,17,1885200000.0,58486648037529471830
8m미만,33.0,201603,3,60000000.0,37399872995716972981
25m미만,409.0,202011,20,2100000000.0,12617920895948708961
12m미만,72.0,201806,15,642510000.0,35690592574366620750
25m미만,138.0,201605,9,446190000.0,66413739000277933490
25m이상,129.0,202004,29,1698750000.0,5660334150708719181
-,45.0,201911,5,476000000.0,21201180304199651520
-,625.0,201901,29,80000000.0,38790502121438663661
25m이상,49.0,201912,27,509340000.0,81502749550556813290
25m미만,130.0,202009,24,600000000.0,58562802606169037310
25m미만,66.1,201904,12,1202000000.0,31515406872406932090
8m미만,38.0,201801,29,148390000.0,58093066457846672281
-,50.9,202007,31,491690000.0,43938022120093696120
25m이상,547.0,201612,5,270000000.0,82394539987868555540
8m미만,186.0,201806,29,560820000.0,23130522469551831851
25m이상,325.9,202002,28,37000000000.0,64259077311867373501
-,142.0,201804,27,210000000.0,73499978197561093181
12m미만,268.8,201903,11,15066240000.0,54973789523585152940
8m미만,528.6,201911,12,8256750000.0,32923030167823739770
8m미만,46.9,201806,18,1070000000.0,58912693786042001831
25m이상,55.5,201908,1,1008890000.0,29463047310415699111
25m이상,230.0,201610,18,136500000.0,43424667791391874810
25m미만,41.3,202001,2,233000000.0,72778181881944952270
8m미만,81.0,201905,30,221820000.0,41333920758461841261
25m이상,93.0,201801,31,338710000.0,72916332886731369551
25m미만,141.1,201605,31,800000000.0,16348909998672731320
-,46.7,201802,13,300000000.0,87402543088635646361
12m미만,224.1,201603,11,1300000000.0,40236481127922237091
-,113.0,201810,30,879000000.0,22181117668257770451
8m미만,37.0,202009,7,25000000.0,14000492667402740071
8m미만,116.0,201901,3,300000000.0,38567953007272504900
8m미만,101.0,201606,17,135000000.0,31276607088468453801
-,298.0,201601,19,260000000.0,10644781559781059540
8m미만,60.0,201809,5,300000000.0,37932179471541141520
8m미만,51.1,201804,23,208000000.0,50444730858304254781
12m미만,60.1,202007,9,2380720000.0,20311966813627906221
12m미만,197.0,201802,22,6183210000.0,15840825331807879261
25m미만,34.0,201802,13,200000000.0,64860863501406727451
8m미만,120.0,201810,15,400800000.0,54727527289647794250
12m미만,35.1,202006,2,240000000.0,52263684112579394991
-,53.0,201706,22,9700000.0,44101395734322567341
8m미만,229.6,202008,24,850000000.0,14512965146062274600
12m미만,231.6,201604,25,1786000000.0,73888397554828738860
12m미만,39.3,201804,21,405000000.0,52425839426719828690
8m미만,409.0,201903,26,1500000000.0,48127288483223239801
-,201.0,201706,1,200000000.0,52682978597312648541
12m미만,38.0,201603,22,150000000.0,57740189573620192900
25m이상,247.0,201612,29,1288140000.0,91799543137093074881
8m미만,46.0,202007,10,120000000.0,75637830697756535011
25m미만,145.8,201609,8,6279890000.0,16052768825888503111
8m미만,294.0,201812,17,1244400000.0,87107233702350730480
-,77.0,201603,31,109890000.0,78446569506437037490
-,46.6,202007,31,450160000.0,62834466966867047721
-,86.0,201803,29,337120000.0,16159846421463765850
12m미만,251.0,202009,1,800000000.0,84255991138111739710
12m미만,95.9,201908,13,4270770000.0,40622396129256748341
-,56.0,202012,29,100000000.0,9573801867712610571
12m미만,258.0,201912,2,2575400000.0,43751204098437915280
-,45.0,202010,9,280000000.0,18864040759290749041
-,57.0,201807,4,946000000.0,87074105898936833261
8m미만,86.4,201607,27,360000000.0,65487342773366996921
8m미만,51.0,201604,8,149380000.0,2216558196151359820
8m미만,76.0,202003,20,1311500000.0,80901091548690890301
12m미만,73.0,201604,25,322000000.0,75582788995671842950
8m미만,117.6,201610,17,490000000.0,82612903624172814470
-,43.0,201803,20,65300000.0,4901538742599204350
25m이상,126.0,201611,9,1000000000.0,1185575568050386891
8m미만,67.0,201902,27,475000000.0,60510808007389646880
8m미만,88.0,201805,3,57400000.0,85121399440038991481
8m미만,436.0,201907,13,521890000.0,13842405923464020191
8m미만,37.7,202005,10,342000000.0,46185226167611486220
8m미만,122.0,201811,9,635010000.0,87526809304341170821
8m미만,74.0,201809,7,57720000.0,91140695164605727991
25m미만,320.0,202003,10,1950740000.0,43358436119473118221
8m미만,145.0,202006,24,471630000.0,90307107401974135191
8m미만,90.0,201811,24,510000000.0,224173323725829990
12m미만,49.6,201607,15,715830000.0,1478317182960600101
12m미만,50.0,201604,20,70000000.0,61604249202138551860
12m미만,79.0,201911,27,119490000.0,89423966927867745291
-,400.0,201706,22,69500000.0,7329831490018336680
-,308.0,201810,15,180000000.0,78606318549256682031
25m미만,60.5,201912,3,128000000.0,20481890729801304551
-,76.0,201601,29,92000000.0,11729606981364181240
25m이상,727.0,201910,22,7584110000.0,65425673472928911571
25m미만,79.0,201603,31,257540000.0,81632227465441027790
25m미만,175.6,201610,7,2862280000.0,36206984307848886631
25m이상,210.2,202002,25,4408790000.0,27126548649162524251
25m이상,300.7,201604,9,2475000000.0,2002602284382416720
8m미만,119.0,202010,29,1425000000.0,4125984337790628430
8m미만,65.4,201808,20,442190000.0,89958172573967716600
-,170.0,201803,12,150000000.0,89845167195676493750
8m미만,670.0,201803,13,4132000000.0,86051199208182170561
25m미만,169.9,201804,11,700000000.0,29670172259785080061
25m이상,883.0,201907,29,7700000000.0,65891037818729778510
8m미만,89.2,201611,21,1300000000.0,49595134613781775491
12m미만,301.4,201804,4,4751080000.0,1327105038282366161
8m미만,105.8,202006,29,1376000000.0,29662078244984907471
12m미만,80.3,201809,20,1820000000.0,44888697086867625900
-,145.0,201910,16,331000000.0,1848121048365000511
8m미만,164.6,202008,15,730000000.0,78534021134462760360
25m미만,544.4,202010,15,16560150000.0,63641401269112207831
25m이상,215.9,202001,28,2154000000.0,53381162687019931601
8m미만,50.0,201912,30,75000000.0,68823953604227842550
8m미만,196.0,201805,18,17000000.0,68060889179857275951
8m미만,34.9,202005,19,211850000.0,90863716332127000330
25m이상,79.0,201912,27,821170000.0,75659551848789472431
25m미만,169.1,202010,20,602870000.0,45128912910601909570
12m미만,682.0,201909,25,763330000.0,86116766399139541101
25m이상,36.6,201803,7,1520000000.0,44823538203195108350
25m이상,57.0,201901,23,444510000.0,39801369255509364300
25m이상,43.0,201611,7,190710000.0,62998694080683635100
12m미만,61.0,202010,20,243700000.0,65945500403261789260
8m미만,370.0,201611,29,108890000.0,999743780477545040
12m미만,83.6,201901,8,1890000000.0,64904153381443061960
12m미만,46.0,201908,12,320000000.0,54058923390322706211
-,233.0,201711,10,220000000.0,7900448484846318810
8m미만,46.0,202010,9,140000000.0,12466519684980204651
8m미만,602.0,201607,7,346000000.0,1028407471673443240
-,456.0,202001,3,2167550000.0,26109263231052762271
8m미만,69.0,201901,30,180000000.0,73383793065039876590
25m이상,523.6,202002,28,37000000000.0,63332900357568249651
12m미만,64.0,202010,20,255680000.0,7056060223956047831
8m미만,827.7,201604,27,5162900000.0,63193487521437212581
8m미만,169.0,201908,12,300000000.0,73028792684105167340
-,175.0,201707,28,590000000.0,36916072970051335290
8m미만,103.1,202004,8,1548520000.0,2902040889073754801
25m미만,751.0,202002,28,920000000.0,18500188939825380931
8m미만,876.0,201608,30,1553650000.0,87326873423746995080
8m미만,483.0,201807,10,105000000.0,74176328939133329891
12m미만,86.4,201805,28,1823900000.0,77169450584651676230
25m이상,202.0,201907,29,1760000000.0,10659695528791932371
25m미만,734.8,201908,6,8759800000.0,32809605621152848870
-,48.0,201610,6,15000000.0,54289052756749100101
-,95.0,201706,22,14000000.0,39154047008778351630
8m미만,46.0,201907,24,383830000.0,46690555518090912501
25m이상,929.0,201601,13,2132060000.0,30382467172599457310
8m미만,67.0,201604,28,257300000.0,76585029232190823341
8m미만,179.4,202010,29,2900000000.0,29890943894469908881
25m이상,374.0,201606,24,2056990000.0,65462796240694481531
25m이상,139.0,202004,9,1386000000.0,38140980503640703210
8m미만,96.0,202006,10,1500000000.0,42239988687273372240
12m미만,269.0,201909,4,598530000.0,64363243623312639460
8m미만,46.0,202002,1,126000000.0,71588450515702724551
25m이상,130.4,202005,21,4600000000.0,4305353288467341870
8m미만,441.0,202007,20,1258000000.0,30845772666562088241
8m미만,70.0,201607,21,270000000.0,38394934268622535870
8m미만,536.0,201801,11,457630000.0,68862234160306346100
-,104.0,201812,31,47190000.0,14851308157487721480
8m미만,43.0,201606,17,186000000.0,18749967906548567331
-,102.0,201806,9,192000000.0,37367288948484067930
12m미만,47.4,201801,12,223570000.0,68358889193211009561
25m이상,232.1,201610,31,2940000000.0,87402086699817282151
8m미만,50.6,201807,20,617460000.0,73652572747877450631
8m미만,171.1,201608,16,810000000.0,36827910398291841750
8m미만,231.0,202012,8,90000000.0,79212216826344513400
8m미만,56.0,201612,30,168800000.0,51928390962247100281
12m미만,51.9,201908,8,390000000.0,79555988028696431320
8m미만,36.0,202005,26,189140000.0,69849468925372981290
25m이상,260.9,201912,12,6950000000.0,51294687563706110750
8m미만,344.0,201804,25,60300000.0,50800449185723574000
-,34.4,201706,30,161610000.0,2785210723007714520
-,56.0,202011,18,160760000.0,52897566272085684531
-,42.8,201903,15,474240000.0,27504067745791037301
25m미만,230.0,201807,26,751000000.0,80668008549385379951
8m미만,379.8,201801,3,1953000000.0,25879128305951406310
8m미만,226.3,202001,16,3050000000.0,19857942815798112061
8m미만,65.0,201610,20,171680000.0,14436637729716923770
25m이상,99.0,202010,26,703220000.0,10249930036179016831
25m미만,48.6,201601,11,316870000.0,47649650409545470250
8m미만,62.1,201904,12,2620620000.0,21714606134106511930
-,42.6,201608,16,218900000.0,42096010178213222011
8m미만,85.0,201811,9,438180000.0,52738136893823088561
25m이상,202.0,201808,20,1760000000.0,10659695528791932371
25m이상,636.0,201910,15,5401000000.0,19121724611628307971
8m미만,50.0,201912,6,253000000.0,50689334403995280250
25m이상,66.0,201605,27,255230000.0,32462550593186584081
25m미만,587.0,201609,7,1050000000.0,59991191678884309001
8m미만,60.8,202005,12,252000000.0,37120573207957895590
8m미만,125.0,201912,19,562500000.0,18601559341411501580
-,95.0,202012,14,47050000.0,18354702091660496131
8m미만,111.5,201808,25,600000000.0,52257981461774298461
8m미만,331.0,201606,24,1970000000.0,86046039309275388751
8m미만,171.0,201904,8,881800000.0,12129432532667324941
12m미만,97.0,202010,20,400610000.0,12553466749689906071
25m미만,271.8,201907,23,8861000000.0,9348986456470163920
-,271.0,201705,11,550000000.0,61179344572241877870
8m미만,243.3,201608,23,3301180000.0,24482565045810122770
-,76.0,201907,11,213780000.0,40586765842319191960
8m미만,42.0,201611,1,136330000.0,89522267283737422551
8m미만,112.0,201612,28,1150000000.0,27516691402245349811
25m이상,657.4,202009,3,4500000000.0,60812440361551637970
8m미만,49.0,201602,26,116800000.0,85573242233373739390
8m미만,92.6,201803,28,1525720000.0,22177074193218697891
8m미만,86.0,201601,26,195860000.0,67275971679443267701
-,37.0,201908,19,346200000.0,68325631022883924510
8m미만,180.9,201801,8,870000000.0,85969161582073300900
8m미만,665.0,201806,12,1827550000.0,45467642170517105091
8m미만,225.7,202011,6,1733000000.0,6026763414854173921
-,40.0,201612,23,14040000.0,6162445324941289600
25m이상,85.0,201909,30,861850000.0,35521854968552820801
8m미만,248.0,201601,5,68000000.0,1033023258766437921
8m미만,263.7,201904,15,6814090000.0,45466025189412266750
-,112.0,201805,1,290000000.0,62004499541023931401
25m이상,204.8,201606,24,840000000.0,72041178260457899150
25m미만,379.2,201907,23,15195000000.0,370818074499197111
8m미만,109.0,201811,30,150000000.0,61286280210881077191
12m미만,81.6,201803,21,305970000.0,113497129230099321
8m미만,61.0,201604,19,249000000.0,47047095196728162410
8m미만,69.0,202010,29,622310000.0,62744636032845395160
8m미만,51.6,201608,3,500000000.0,61583940144001971711
8m미만,658.2,201804,10,7300000000.0,17346713150676662751
8m미만,57.0,202005,6,174850000.0,76939411363887110950
