road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,hjd_cd,public_price,jimok_cd,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr
4,42.5,2018,5,25,11590,10200,203,9360000,8,15,210,2,2,3,2020
3,337.6,2019,1,23,11680,10400,0,13640000,8,15,140,2,2,5,2020
0,361.0,2019,3,8,11650,10900,0,310000,2,44,510,2,7,12,2020
1,104.1,2018,12,24,11560,11300,550,3020000,8,33,110,2,3,10,2019
1,215.0,2020,10,29,11290,12500,906,4542000,8,15,230,2,4,8,2020
1,46.0,2019,6,13,11410,11800,0,2900000,8,14,150,3,7,1,2020
1,469.0,2016,5,27,11740,10200,102,3205000,8,44,110,2,7,8,2020
0,954.0,2018,1,29,11440,10900,0,4140000,8,14,150,3,7,3,2020
0,76.0,2016,1,29,11380,10200,101,2473000,5,15,130,3,8,8,2020
4,588.0,2018,2,8,11590,10700,216,11390000,2,15,230,2,4,1,2020
1,204.6,2020,5,10,11110,17500,916,3887000,8,16,330,2,8,10,2020
1,186.5,2020,11,30,11140,14300,5,4430000,8,14,160,2,4,9,2020
0,304.0,2018,5,3,11620,10200,735,181200,5,13,720,3,4,12,2020
4,209.6,2020,1,7,11320,10500,2,3298000,8,14,320,2,4,3,2020
3,200.0,2020,7,9,11530,11100,111,1157000,28,44,510,2,5,4,2020
2,45.0,2018,7,3,11740,10700,107,3967000,8,14,150,2,7,6,2020
1,56.2,2019,11,25,11410,10400,0,3181000,8,15,110,2,2,10,2020
1,51.9,2020,3,5,11170,10100,501,3850000,8,14,110,3,4,10,2020
4,251.4,2020,3,20,11680,10500,0,27360000,8,22,230,2,4,3,2020
1,84.3,2016,8,4,11560,13200,630,3726000,8,14,330,2,3,6,2020
1,181.8,2016,4,26,11170,12800,512,22100000,8,22,240,2,4,2,2020
0,316.0,2019,1,5,11650,10300,0,952500,8,44,510,2,4,12,2020
3,116.0,2019,12,27,11380,10600,108,6732000,8,22,230,2,5,4,2020
4,65.3,2020,9,8,11380,10900,115,3588000,8,16,210,3,2,1,2020
1,141.0,2019,7,5,11200,11300,0,3148000,28,14,150,2,7,10,2020
1,731.0,2020,7,27,11380,11400,119,311000,2,44,510,2,4,10,2020
0,605.0,2017,10,11,11110,18400,905,71400,5,44,720,4,7,12,2020
4,404.0,2020,12,16,11320,10800,2,512000,2,44,510,1,4,1,2020
2,47.4,2018,1,12,11410,11000,1,4428000,8,14,140,3,4,7,2020
1,370.0,2016,11,29,11500,11000,110,335100,28,44,160,3,7,10,2020
4,51.5,2016,6,29,11560,11400,560,6160000,8,33,210,2,2,3,2020
0,476.0,2017,12,5,11320,10600,3,300000,1,44,510,2,2,12,2020
3,79.0,2016,12,3,11560,13200,670,3636000,8,14,320,2,4,5,2020
1,73.0,2019,7,5,11200,11400,0,4972000,8,16,150,2,4,10,2020
0,113.0,2018,10,30,11620,10100,525,8779000,1,16,240,2,4,1,2020
0,44.3,2016,7,13,11740,10100,101,1412000,8,15,910,0,0,0,2020
1,43.0,2018,7,10,11410,11200,0,16910000,8,22,210,2,4,7,2020
2,70.0,2018,8,17,11590,10200,206,3511000,8,14,150,3,4,6,2020
1,125.0,2019,12,19,11410,11100,0,3400000,8,14,150,3,2,2,2020
3,169.2,2020,3,2,11350,10300,0,5400000,8,22,220,2,3,4,2020
1,172.0,2018,3,2,11290,13300,908,1910000,8,13,110,3,4,8,2020
1,112.0,2016,12,28,11305,10100,545,5491000,8,22,230,2,1,10,2020
0,43.0,2018,1,31,11410,11800,0,216900,10,13,720,3,7,12,2020
1,129.0,2018,9,13,11110,18200,906,1561000,8,44,110,4,4,10,2020
1,65.0,2016,1,15,11320,10500,1,1872000,8,14,110,2,7,8,2020
4,150.0,2019,1,16,11560,13200,680,4636000,1,16,240,2,5,1,2020
1,66.0,2018,6,12,11560,13200,650,4233000,8,23,230,2,3,10,2020
1,825.1,2020,7,31,11140,14300,5,6197000,8,15,160,2,4,8,2020
1,66.0,2016,10,25,11560,13200,630,3070000,8,14,110,2,4,8,2020
1,190.4,2016,7,16,11620,10200,695,4387000,8,16,160,2,4,8,2020
2,380.2,2019,8,13,11140,10700,3,26200000,11,22,230,2,4,6,2020
3,184.9,2020,8,31,11740,10500,105,7900000,8,22,210,2,3,4,2020
2,46.0,2019,8,12,11440,10200,0,8080000,8,14,240,2,4,6,2020
2,60.1,2020,7,9,11140,12500,3,12100000,8,22,230,2,3,6,2020
1,113.6,2016,10,1,11260,10200,10,2697000,8,14,110,2,4,8,2020
2,49.0,2020,3,19,11200,11400,0,7508000,8,15,330,2,5,7,2020
2,59.5,2016,8,25,11200,10400,0,8316000,8,22,220,2,7,7,2020
0,93.0,2016,11,24,11620,10100,575,1013000,14,14,910,0,0,0,2020
4,475.0,2019,8,1,11620,10300,630,3286000,5,43,320,2,2,1,2020
0,544.0,2017,6,22,11290,10100,901,343300,5,11,730,3,7,12,2020
2,167.3,2018,11,7,11215,10900,0,10560000,8,22,220,2,4,1,2020
1,365.6,2020,8,18,11320,10800,1,2646000,8,16,330,2,3,8,2020
4,205.0,2016,12,29,11320,10600,1,4378000,8,15,220,2,7,2,2020
2,50.0,2020,5,29,11380,10600,108,9094000,8,22,230,2,3,6,2020
4,139.0,2020,4,9,11290,13800,913,4366000,8,14,230,2,4,1,2020
0,105.0,2016,3,3,11740,10700,107,2397000,8,11,510,2,7,12,2020
0,545.5,2020,4,2,11380,10800,114,1983000,5,14,150,3,7,12,2020
0,42.8,2019,3,15,11140,15700,7,23400000,8,22,210,2,4,5,2020
1,385.3,2016,6,1,11710,11100,8,12280000,8,22,220,2,3,9,2020
1,139.2,2020,12,7,11305,10300,610,2421000,8,15,160,2,1,8,2020
1,58.2,2019,11,21,11290,12300,906,2760000,8,14,110,3,4,10,2020
1,87.3,2020,11,27,11170,12100,509,3961000,8,14,150,2,4,10,2020
1,52.2,2016,8,25,11170,11900,0,6489000,8,14,140,3,7,2,2020
4,100.0,2019,12,31,11290,13600,911,3770000,8,15,990,2,7,3,2020
2,56.0,2019,4,12,11590,10200,204,4022000,8,14,130,3,7,7,2020
1,472.0,2016,6,15,11740,10700,107,580000,1,44,510,2,4,8,2020
1,53.0,2018,7,20,11170,13100,517,7416000,1,14,110,3,4,8,2020
2,167.0,2020,2,20,11650,10100,0,6900000,8,14,310,2,1,6,2020
0,662.0,2017,12,11,11500,11000,110,591300,28,43,530,1,4,12,2020
1,101.0,2019,7,24,11590,10500,209,4210000,8,13,130,4,4,8,2020
1,511.7,2019,12,2,11260,10200,10,3171000,8,16,160,2,2,8,2020
3,38.5,2018,7,19,11410,11900,0,4204000,8,14,330,2,3,4,2020
2,44.0,2019,10,12,11200,11500,0,8836000,8,14,210,2,5,6,2020
2,404.3,2019,1,8,11170,12500,511,12350000,8,14,330,2,2,7,2020
1,483.0,2018,1,11,11650,10900,0,415000,2,44,510,2,7,10,2020
4,53.2,2020,12,22,11560,12100,605,5669000,8,16,240,2,7,1,2020
2,82.0,2016,12,5,11440,12200,0,4221000,8,14,150,2,4,6,2020
1,37.7,2020,7,30,11410,11000,1,1501000,8,14,910,3,2,8,2020
3,804.3,2016,7,1,11560,12900,620,3753000,8,14,130,2,2,5,2020
2,192.7,2019,5,10,11380,10600,108,7931000,8,22,230,2,8,6,2020
2,190.0,2016,5,12,11590,10200,205,4671000,8,14,310,2,4,7,2020
1,185.8,2016,6,20,11170,11600,507,3312000,8,13,150,3,4,10,2020
1,328.0,2019,4,30,11320,10800,1,1996000,1,13,130,2,4,9,2020
3,480.0,2016,10,31,11500,10300,301,3761000,8,22,230,2,3,0,2017
0,102.0,2018,6,9,11710,11400,0,1155000,5,14,910,0,0,0,2020
1,820.0,2016,3,30,11530,11100,111,785400,2,44,510,2,4,10,2020
2,59.0,2020,4,24,11560,10500,535,5295000,8,22,330,2,4,6,2020
0,33.0,2017,2,13,11590,10900,220,6000000,2,16,140,2,4,5,2020
4,879.8,2020,8,27,11680,10800,0,29790000,8,22,230,2,4,3,2020
1,143.0,2020,11,25,11440,11100,0,5875000,8,14,310,2,5,9,2020
2,165.3,2016,8,2,11440,12300,0,8800000,8,15,330,2,4,7,2020
4,39.0,2016,6,14,11380,10100,118,3840000,8,14,150,3,4,2,2020
1,664.0,2016,10,11,11560,10800,535,3331000,8,15,150,2,1,9,2020
4,64.8,2016,10,14,11110,17500,916,8299000,8,14,210,2,3,1,2020
3,747.0,2019,11,14,11650,10200,0,663000,5,15,720,3,7,4,2020
0,170.0,2018,3,12,11500,11000,110,274200,1,44,530,3,4,12,2020
2,178.0,2018,10,23,11350,10400,0,2595000,8,14,130,2,4,7,2020
2,197.0,2018,2,22,11140,15600,7,23300000,8,22,230,2,4,5,2020
2,46.4,2019,11,7,11290,13400,909,4222000,8,16,110,2,2,6,2020
4,928.7,2016,12,29,11320,10600,1,4378000,8,15,220,2,7,2,2020
0,423.0,2020,5,26,11110,18300,906,1527000,8,14,910,0,0,0,2020
3,190.0,2016,7,20,11740,10700,107,707000,2,44,510,2,7,1,2020
1,180.0,2018,1,8,11140,16200,9,5053000,8,15,150,2,4,9,2020
0,298.0,2017,7,8,11380,10200,101,239300,5,13,720,4,4,12,2020
1,188.5,2018,6,15,11110,13600,910,23200000,8,22,210,2,7,11,2020
0,896.0,2016,8,18,11650,10400,0,375500,2,44,510,3,7,12,2020
1,253.0,2018,11,28,11320,10500,1,1850000,8,14,150,2,4,8,2020
0,95.0,2020,12,14,11380,11400,119,206400,1,44,510,3,7,12,2020
1,109.0,2018,11,30,11230,10900,2,2106000,8,13,150,3,3,10,2020
4,194.7,2018,5,25,11380,10400,105,4985000,8,15,240,2,7,2,2018
1,100.0,2018,10,24,11680,11100,0,3660000,1,11,110,2,1,8,2020
4,82.0,2019,8,1,11170,12800,0,12980000,15,14,210,2,7,3,2020
2,71.0,2016,5,18,11710,11300,4,3590000,5,14,110,2,7,7,2020
0,590.0,2017,8,28,11740,10700,107,2345000,8,14,150,2,7,12,2020
4,695.6,2016,6,2,11740,11000,110,5989000,8,16,210,2,3,2,2020
1,337.0,2018,11,28,11650,10900,0,2826000,8,11,110,3,4,10,2020
1,74.4,2020,2,28,11410,11600,0,3675000,8,22,160,3,3,10,2020
1,64.8,2020,12,15,11650,10700,0,10240000,8,15,230,2,4,8,2020
1,299.1,2020,11,9,11680,10800,0,7344000,8,13,110,2,1,9,2020
1,171.1,2016,8,16,11740,10900,109,4037000,8,14,330,2,4,6,2020
1,56.0,2020,10,29,11290,12500,906,3967000,8,15,230,2,4,10,2020
1,49.4,2018,9,13,11170,10200,502,4486000,8,13,160,3,4,8,2020
1,79.0,2016,3,8,11440,11100,0,4624000,8,14,110,2,7,8,2020
0,61.0,2020,1,3,11200,10700,0,1425000,8,15,910,3,0,0,2020
4,36.6,2018,3,7,11170,12800,512,25020000,8,22,210,2,3,3,2020
1,179.4,2020,10,29,11680,10800,0,6500000,8,15,110,2,3,8,2020
1,115.7,2019,8,14,11140,15000,7,9256000,8,22,230,2,7,10,2020
2,231.0,2018,11,19,11260,10100,3,2988000,8,14,150,2,7,7,2020
4,195.0,2016,9,23,11200,10200,0,4100000,8,15,140,2,4,0,2017
1,390.0,2020,8,6,11230,10400,3,2696000,8,14,150,2,7,8,2020
1,50.0,2019,12,30,11290,13300,908,1450000,8,13,110,3,4,10,2020
2,50.0,2016,4,20,11530,10600,601,1306000,14,33,910,2,4,7,2020
1,83.4,2016,9,3,11170,11300,506,5171000,8,14,130,2,4,8,2020
4,139.0,2016,11,9,11560,13200,680,4781000,8,16,240,2,4,1,2020
1,304.0,2018,6,12,11500,10700,107,1579000,2,43,240,2,4,8,2020
1,465.0,2020,7,2,11650,10900,0,352700,1,44,510,3,7,10,2020
4,89.3,2016,11,25,11140,15000,7,23700000,8,22,230,2,4,2,2019
1,42.3,2020,11,30,11230,10700,2,2887000,8,15,110,2,3,10,2020
2,66.0,2016,6,28,11620,10100,605,3232000,8,15,110,3,4,6,2020
2,114.0,2020,8,26,11140,17100,0,6600000,8,16,320,2,3,6,2020
1,43.0,2019,11,7,11290,13400,909,3320000,8,16,110,2,4,10,2020
4,360.2,2019,5,28,11680,10800,0,19220000,8,22,230,2,3,1,2020
1,120.1,2020,1,22,11350,10300,0,2888000,8,15,110,2,1,8,2020
4,126.0,2020,11,25,11380,10700,109,3520000,8,14,150,2,4,2,2020
1,145.0,2020,4,8,11170,13000,515,10390000,8,11,150,3,7,9,2020
1,46.0,2020,2,1,11290,13800,913,2735000,8,14,150,2,7,8,2020
1,177.6,2020,3,13,11620,10100,525,3411000,8,14,130,2,4,9,2020
1,182.8,2016,5,24,11380,10600,108,6029000,8,15,240,2,3,3,2020
0,122.0,2017,10,12,11500,11000,110,94300,5,44,720,4,4,12,2020
2,184.7,2019,4,29,11140,11200,2,25130000,8,22,230,2,4,7,2020
4,57.5,2019,8,1,11170,12800,0,12980000,8,14,210,2,7,3,2020
4,99.5,2016,10,31,11560,10300,535,11625000,8,22,210,2,7,1,2020
1,71.9,2016,3,10,11530,10700,702,3611000,8,15,150,2,4,8,2020
2,228.8,2020,1,17,11680,10700,0,22740000,8,15,240,2,3,6,2020
1,156.4,2020,11,11,11290,11200,904,2783000,8,14,110,3,8,8,2020
1,89.0,2019,11,21,11530,10100,101,3848000,8,16,110,2,4,10,2020
1,123.0,2020,3,25,11680,11100,0,634400,1,44,510,2,4,8,2020
2,50.8,2020,5,6,11230,10300,1,2831000,8,14,110,2,8,6,2020
1,56.0,2018,1,18,11290,13700,912,2621000,8,14,130,3,4,8,2020
1,158.0,2016,6,4,11290,13600,911,2250000,8,14,110,2,3,8,2016
4,161.3,2019,8,20,11140,14700,6,8735000,8,22,230,2,4,1,2020
1,293.0,2018,1,26,11500,11000,110,335100,28,44,160,3,7,10,2020
1,203.8,2016,7,6,11680,10800,0,6072000,8,14,160,2,2,8,2020
1,220.3,2019,6,14,11545,10200,540,3448000,8,14,240,2,4,9,2020
0,46.7,2018,2,13,11260,10200,10,4400000,8,16,160,2,4,8,2020
1,477.0,2019,3,13,11590,10900,220,2958000,8,14,150,2,4,10,2020
1,43.0,2020,1,6,11230,11000,1,1079000,8,14,910,2,3,8,2020
1,281.0,2020,8,12,11650,10100,0,1894000,1,14,910,3,7,9,2020
0,93.3,2019,4,15,11440,11000,0,16910000,8,16,220,2,4,3,2020
1,258.0,2019,11,14,11200,11400,0,4605000,1,33,150,2,5,8,2020
0,40.0,2020,3,9,11230,10200,2,2714000,8,14,150,2,7,12,2020
4,182.0,2016,1,26,11530,10800,800,2560000,1,13,130,3,4,1,2020
2,73.4,2016,6,11,11170,12800,512,22100000,8,22,240,2,4,2,2020
1,160.3,2020,1,15,11260,10100,7,2653000,8,16,160,2,8,8,2020
0,66.0,2016,11,18,11200,11300,0,680600,5,15,730,5,7,12,2020
3,191.0,2016,6,27,11290,10100,901,2219000,8,43,110,3,4,4,2020
1,226.0,2020,5,18,11590,10200,205,2277000,8,13,130,4,4,10,2020
1,263.7,2019,4,15,11440,11000,0,16910000,8,16,220,2,4,3,2020
1,149.0,2019,1,25,11230,10900,0,4197000,8,15,210,2,4,9,2020
4,160.0,2020,8,10,11110,18400,905,2855000,8,14,150,3,4,1,2020
1,101.4,2020,2,5,11170,11100,505,4249000,8,14,110,3,7,10,2020
4,684.0,2019,10,15,11530,10600,601,5233000,9,33,220,2,5,2,2020
2,316.7,2018,11,19,11260,10100,3,2988000,8,14,150,2,7,7,2020
2,99.3,2019,5,9,11350,10500,11,9720000,8,16,210,2,4,7,2020
1,150.4,2018,10,19,11140,16700,1,5128000,8,15,240,2,4,8,2020
4,150.0,2020,2,20,11560,13200,680,4636000,1,16,240,2,5,1,2020
0,76.0,2017,1,10,11620,10200,745,1135000,1,14,910,0,0,0,2020
1,76.0,2020,8,24,11590,10400,201,3045000,8,15,110,2,7,10,2020
1,77.0,2018,3,9,11410,11100,2,3400000,8,14,150,3,2,2,2020
0,42.9,2019,11,26,11740,10700,107,1174000,8,16,910,0,0,0,2020
1,833.0,2018,7,9,11110,18300,906,1370000,8,11,150,5,4,8,2020
1,171.0,2019,4,8,11590,10700,215,4010000,8,14,150,2,4,8,2020
4,586.4,2020,5,28,11380,10700,109,6030000,8,16,240,2,3,3,2020
3,169.4,2018,7,17,11290,11700,905,4719000,8,14,330,2,3,4,2020
2,139.5,2016,5,16,11140,16800,1,5230000,8,16,240,2,4,7,2016
1,425.1,2016,7,12,11740,10500,105,6437000,8,22,240,2,7,9,2020
1,36.4,2019,7,23,11140,15100,7,8850000,8,22,230,2,4,8,2020
0,67.5,2020,11,13,11710,11100,0,1747000,8,14,910,0,0,0,2020
1,60.8,2020,5,12,11110,11100,902,3260000,8,13,110,4,5,10,2020
1,177.0,2018,4,4,11650,10300,0,781200,1,44,510,2,7,10,2020
1,97.9,2016,9,27,11110,11400,903,6253000,8,15,160,2,4,10,2020
1,591.0,2020,1,11,11260,10600,19,640500,2,44,510,2,7,8,2020
1,553.2,2018,1,17,11680,10100,0,6125000,8,11,160,2,3,9,2020
1,367.0,2020,6,1,11380,10100,118,2547000,15,14,150,4,7,10,2020
1,177.0,2020,8,20,11545,10300,560,4380000,5,33,230,2,7,8,2020
1,89.9,2020,4,10,11680,10500,0,12430000,8,14,210,2,1,8,2020
3,487.0,2018,6,12,11200,11400,0,8008000,8,33,410,2,4,5,2020
1,170.0,2018,3,12,11500,10300,309,5190000,8,22,220,2,3,7,2020
2,799.0,2016,3,2,11530,10800,800,2867000,8,16,130,2,4,6,2020
2,36.0,2018,3,21,11215,10700,0,5128000,8,16,110,2,8,6,2020
0,84.0,2020,11,9,11410,11800,0,1898000,8,14,150,4,7,12,2020
2,113.9,2019,10,25,11710,11200,10,6830000,8,16,240,2,8,6,2020
4,337.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020
1,36.0,2016,9,2,11230,10900,2,2638000,8,15,110,2,4,10,2020
1,608.0,2018,5,30,11410,11800,3,1812000,8,14,130,3,7,10,2020
4,125.4,2019,1,30,11680,10100,0,15520000,8,15,230,2,3,2,2020
1,56.2,2019,9,28,11440,10700,0,4954000,8,13,160,4,5,8,2020
1,587.0,2019,7,15,11650,11100,0,175600,1,44,510,3,7,8,2020
1,274.0,2016,2,18,11110,18200,906,1700000,8,13,110,5,3,8,2020
1,129.4,2018,4,14,11260,10200,9,2686000,8,14,110,3,1,8,2020
0,60.0,2017,5,25,11305,10200,606,2321000,8,14,130,2,7,6,2020
1,78.0,2019,1,2,11620,10200,745,2737000,8,43,160,3,7,8,2020
3,57.6,2020,1,2,11545,10300,600,4110000,8,14,230,2,4,4,2020
1,95.9,2020,8,18,11320,10800,1,2759000,8,16,310,2,3,9,2020
1,383.8,2020,2,5,11110,17000,913,2915000,8,13,160,2,3,8,2020
4,79.2,2020,11,27,11290,10800,903,11900000,8,22,210,2,4,2,2020
1,46.0,2019,4,20,11440,11100,0,1544000,8,14,910,3,3,8,2020
1,198.0,2019,12,9,11710,11100,9,757800,23,44,530,1,2,8,2020
1,313.0,2018,9,3,11650,10300,0,837000,8,44,510,3,7,8,2020
1,651.0,2016,6,8,11650,11100,0,495000,1,44,510,2,7,12,2020
2,66.9,2016,9,8,11140,11000,3,28300000,8,22,230,2,1,6,2020
1,617.0,2019,7,5,11650,10100,0,7141000,8,14,130,3,4,8,2020
1,159.0,2020,4,13,11740,10700,107,774300,8,44,510,2,7,8,2020
3,663.3,2019,1,2,11680,10500,0,11760000,8,15,160,2,3,4,2020
1,702.0,2019,12,17,11740,10300,103,919000,1,44,510,2,7,8,2020
4,93.0,2016,7,22,11170,13100,0,6593000,8,14,140,2,7,1,2019
2,130.3,2019,2,20,11290,10200,901,4860000,8,14,310,2,4,7,2020
1,240.0,2020,11,18,11410,11800,2,2021000,8,14,110,4,7,10,2020
0,42.0,2019,9,24,11290,13500,910,1059000,1,14,910,0,0,0,2020
0,83.0,2020,8,21,11380,11400,119,392400,8,44,510,2,7,12,2020
1,63.8,2018,5,28,11170,10400,503,6034000,8,22,210,3,3,8,2018
4,336.0,2016,8,19,11305,10400,645,3030000,5,13,210,2,4,1,2020
1,37.0,2019,8,12,11230,10400,2,2809000,8,14,110,2,2,10,2020
3,561.6,2019,7,26,11620,10200,725,4747000,8,14,230,2,7,4,2020
0,290.9,2017,9,18,11110,16800,912,2982000,5,13,160,3,2,12,2020
2,49.0,2020,10,6,11290,13600,911,4478000,8,22,110,2,4,6,2020
2,251.0,2020,9,1,11290,13300,908,2877000,8,15,150,3,3,6,2020
1,146.0,2016,5,23,11560,13200,690,3920000,8,14,150,2,7,2,2020
3,39.0,2016,9,20,11290,13400,909,3850000,8,15,150,2,7,5,2020
0,473.0,2020,1,3,11200,10700,0,1425000,8,15,910,3,0,0,2020
4,44.0,2018,2,21,11110,18300,906,1125000,1,13,720,4,5,1,2020
1,168.0,2018,6,14,11290,10100,901,3551000,8,11,110,3,8,8,2020
1,123.0,2016,8,25,11740,10900,109,3621000,8,15,110,2,4,10,2020
4,60.0,2018,4,17,11530,11000,110,3778000,1,14,230,2,4,3,2020
3,246.7,2019,3,12,11530,10200,205,4440000,8,15,310,2,1,4,2020
1,86.0,2020,7,27,11140,15600,7,10000000,8,22,210,2,4,10,2020
1,74.2,2019,4,1,11680,10500,0,8000000,8,14,330,2,2,10,2020
1,250.0,2019,3,29,11680,11100,0,3660000,8,11,110,2,1,8,2020
1,228.3,2020,2,14,11170,12500,511,10380000,8,14,330,2,4,8,2020
4,963.0,2016,5,12,11740,10700,107,713400,1,44,510,2,4,1,2020
2,100.2,2016,1,22,11170,12800,512,22100000,8,22,240,2,4,2,2020
1,670.0,2018,3,13,11740,10900,109,6926000,8,14,230,2,1,8,2020
1,116.0,2016,12,27,11530,10200,207,2825000,8,33,110,2,4,8,2020
1,522.3,2020,2,21,11230,10600,2,4232000,8,22,220,2,3,8,2020
1,57.0,2019,6,13,11350,10500,11,2611000,8,16,150,2,7,8,2020
4,59.0,2016,7,19,11410,11000,3,3950000,8,14,150,3,1,5,2020
4,252.2,2018,1,30,11410,11700,2,6165000,8,14,210,2,2,2,2020
1,321.0,2016,9,2,11530,10700,701,2974000,8,22,150,3,4,10,2020
2,33.2,2016,5,25,11110,18700,907,7300000,8,15,140,2,4,2,2020
1,48.0,2016,11,7,11380,10500,107,2150000,8,14,150,2,4,10,2020
1,43.4,2019,6,11,11170,12800,512,5207000,8,14,110,2,7,10,2020
0,35.0,2017,6,22,11290,10100,901,319000,5,11,730,3,4,12,2020
1,51.0,2018,6,11,11110,13600,910,24060000,8,22,210,2,4,8,2020
0,109.0,2019,4,12,11590,10200,204,1244000,8,14,910,0,0,0,2020
1,337.6,2016,12,29,11680,10400,0,13640000,8,15,140,2,2,5,2020
1,582.0,2020,12,15,11500,11200,112,161000,2,44,620,2,4,8,2020
1,56.0,2020,10,22,11440,11400,0,4790000,8,14,110,4,4,8,2020
1,123.0,2020,6,1,11380,10100,118,2547000,8,14,150,4,7,10,2020
1,65.8,2016,4,25,11560,10900,535,2221000,8,16,110,2,7,11,2016
4,43.0,2016,11,7,11230,10500,0,3900000,10,14,140,2,4,2,2019
1,89.0,2019,10,14,11440,11800,0,4851000,8,14,160,3,4,8,2020
2,37.4,2020,10,20,11440,10900,0,5884000,8,16,150,2,7,6,2020
3,194.4,2018,7,8,11110,16200,911,14120000,8,22,230,2,4,12,2020
1,59.5,2020,3,27,11110,17400,915,5030000,11,22,240,2,4,10,2020
3,281.0,2018,4,10,11320,10500,1,2761000,1,14,330,2,4,5,2020
1,75.0,2020,5,19,11170,12800,512,5710000,8,14,110,2,2,10,2020
1,69.5,2018,11,12,11140,13200,6,7551000,8,22,210,2,4,10,2020
1,324.7,2020,10,12,11740,10500,105,5930000,8,22,210,2,2,8,2020
1,87.6,2019,1,22,11140,15700,7,9701000,8,22,210,2,7,8,2020
1,772.0,2020,1,30,11500,11000,110,309800,28,44,530,1,4,10,2020
1,41.0,2016,1,6,11170,13000,516,4099000,8,13,160,3,7,10,2020
1,314.0,2018,6,19,11530,10800,800,2601000,1,16,150,2,7,8,2020
1,40.0,2020,6,1,11380,10100,118,2842000,8,14,110,4,4,8,2020
0,422.0,2020,5,21,11320,10600,3,277000,5,13,730,3,7,12,2020
4,390.0,2016,1,27,11590,10200,203,6423000,8,15,240,3,4,3,2020
4,660.2,2016,8,3,11440,12000,0,16700000,8,23,220,2,7,1,2020
3,662.0,2018,10,4,11740,10300,103,709200,2,44,510,2,7,4,2020
1,234.0,2018,1,3,11380,11400,119,601000,1,44,510,2,4,8,2020
1,52.9,2019,3,4,11140,13100,3,23000000,8,21,210,2,3,8,2020
1,109.4,2019,10,21,11200,11500,0,4214000,8,33,110,2,3,8,2020
3,63.0,2016,10,7,11560,13200,630,3552000,8,14,130,2,4,5,2020
3,57.0,2020,3,2,11230,10500,4,3851000,8,14,310,2,4,4,2020
1,55.7,2019,8,8,11170,10800,504,5304000,8,13,110,3,4,8,2020
2,170.0,2016,8,18,11200,10700,0,4719000,8,15,310,2,5,7,2020
1,136.5,2018,6,8,11500,10300,301,3377000,8,22,210,2,3,10,2020
4,407.0,2019,4,26,11530,11100,111,356400,16,44,910,2,7,1,2020
1,101.5,2018,11,15,11500,10300,301,4305000,8,15,240,2,2,3,2020
1,259.8,2019,12,27,11215,10300,2,4545000,8,14,310,2,4,5,2020
3,145.8,2016,9,8,11140,11000,3,28300000,8,22,230,2,1,6,2020
1,57.0,2020,5,6,11290,13800,913,2899000,8,14,160,2,4,8,2020
1,86.9,2020,6,21,11110,10600,903,4317000,8,14,110,2,7,10,2020
3,196.3,2020,10,30,11500,10300,301,3610000,8,14,310,2,3,4,2020
1,53.6,2020,8,18,11140,14700,6,5426000,8,15,210,2,1,8,2020
1,60.0,2020,3,2,11350,10500,11,2430000,8,16,150,2,4,8,2020
0,411.0,2017,4,18,11260,10600,20,1056000,1,14,910,0,0,0,2020
1,340.5,2020,11,16,11215,10100,1,3663000,8,14,230,2,3,9,2020
4,435.4,2020,8,31,11140,16600,1,19940000,8,22,230,2,1,1,2020
4,51.3,2018,10,18,11140,13600,4,11650000,8,22,220,2,4,3,2020
2,413.2,2016,9,8,11140,11000,3,28300000,8,22,230,2,1,6,2020
3,254.4,2019,9,10,11470,10100,501,3922000,8,16,330,2,3,4,2020
0,86.0,2020,11,30,11590,10500,209,1178000,8,14,910,0,0,0,2020
1,245.0,2016,1,5,11380,10300,103,2532000,1,14,130,3,7,10,2020
2,33.0,2018,2,5,11530,11000,110,2147000,8,33,410,3,4,6,2020
3,330.0,2018,2,13,11740,10100,101,689500,1,44,510,3,1,4,2020
1,51.0,2016,4,8,11290,13900,914,2480000,8,14,150,2,2,9,2016
1,68.0,2020,6,15,11590,10800,218,2712000,8,14,150,2,4,10,2020
1,177.0,2016,10,11,11305,10200,600,2819000,8,14,160,2,7,6,2020
3,223.0,2016,10,25,11320,10600,3,3490000,8,15,240,2,2,4,2019
4,49.0,2019,10,21,11620,10200,645,7020000,8,15,230,2,4,3,2020
1,67.8,2020,2,28,11410,11600,0,3675000,8,22,160,3,3,10,2020
1,119.0,2019,3,20,11290,13600,911,2871000,8,15,150,2,4,8,2020
1,40.4,2019,11,7,11290,13400,909,3976000,8,16,110,2,4,8,2020
1,103.1,2020,4,8,11170,13000,515,10390000,8,11,150,3,7,9,2020
1,282.9,2020,11,30,11620,10200,645,7240000,8,22,210,2,7,11,2020
4,38.1,2016,6,29,11560,11400,560,6160000,8,33,210,2,2,3,2020
1,109.0,2016,10,11,11200,11100,0,1485000,5,14,910,3,0,0,2020
1,40.0,2016,3,9,11380,10700,109,3500000,8,14,150,2,7,2,2020
1,89.3,2019,5,20,11140,13000,3,4910000,8,13,240,2,4,8,2020
