road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,hjd_cd,public_price,jimok_cd,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr
2,161.9,2016,11,18,11320,10500,2,2200000,8,14,320,2,4,7,2020
3,59.0,2016,3,11,11290,12800,907,2830000,8,14,140,3,7,0,2017
0,228.0,2016,12,22,11650,11000,0,417900,1,44,510,3,7,12,2020
1,120.0,2018,10,15,11590,10200,205,2681000,8,13,130,4,4,9,2020
3,43.0,2020,4,3,11620,10200,745,1151000,5,13,910,2,7,4,2020
4,269.7,2018,1,5,11650,10200,0,11140000,8,15,210,2,3,1,2020
4,110.6,2016,4,28,11230,10200,2,6042000,8,22,220,2,3,1,2020
1,916.0,2019,6,5,11500,11100,111,161600,2,44,610,2,3,8,2020
1,235.3,2018,5,15,11710,11100,8,11910000,8,22,220,2,4,9,2020
1,383.0,2018,9,4,11650,10400,0,510800,1,44,510,3,7,8,2020
0,99.0,2017,4,15,11290,13800,913,963600,28,14,910,0,0,0,2020
1,37.4,2019,10,1,11305,10300,610,4311000,8,22,230,2,7,8,2020
1,364.0,2018,1,19,11650,10900,0,310000,2,44,510,2,7,10,2020
1,355.0,2020,2,6,11650,11100,0,2879000,8,11,110,2,8,8,2020
1,49.3,2019,11,19,11140,17100,15,4846000,8,16,110,2,3,10,2020
2,39.0,2018,11,15,11350,10500,11,2143000,8,14,150,2,5,6,2019
1,493.6,2019,1,14,11530,10300,0,3150000,8,14,150,3,7,9,2020
1,99.2,2020,4,29,11140,16500,14,4984000,8,22,210,2,4,8,2020
1,128.0,2020,11,30,11620,10200,645,7240000,8,22,210,2,7,11,2020
3,662.0,2016,9,19,11200,11300,0,5996000,8,14,160,2,4,4,2020
1,565.0,2019,9,11,11650,10900,0,455700,2,44,510,2,7,10,2020
1,49.5,2016,8,22,11530,10700,704,3008000,8,14,110,2,4,8,2020
4,210.2,2020,2,25,11110,17700,908,19000000,8,22,210,2,4,2,2020
1,79.0,2016,11,9,11380,10700,110,4290000,1,15,140,2,4,2,2020
4,929.0,2016,1,13,11380,10200,101,4761000,5,14,150,3,7,2,2019
2,269.0,2019,9,4,11305,10300,610,1706000,8,13,150,2,7,7,2020
1,105.2,2018,11,26,11170,13000,0,8420000,8,16,110,3,4,10,2020
3,828.0,2018,4,3,11740,10700,107,679800,1,44,510,2,7,4,2020
1,89.0,2020,2,13,11215,10700,0,7200000,1,22,330,2,4,10,2020
1,823.0,2018,12,11,11650,10400,0,320000,1,44,510,3,7,8,2020
0,33.0,2018,1,29,11440,10900,0,4140000,8,14,150,3,7,3,2020
1,106.0,2020,9,18,11590,10400,201,3105000,8,15,110,2,7,10,2020
3,145.2,2019,1,23,11680,10400,0,13640000,8,15,140,2,2,5,2020
1,233.6,2018,2,19,11230,10600,2,5247000,8,22,220,2,7,7,2020
1,339.6,2018,5,23,11650,10800,0,11800000,8,22,230,2,1,9,2020
3,34.0,2018,2,13,11170,13100,517,8029000,8,15,240,2,4,8,2020
1,145.0,2020,6,24,11290,10100,901,3930000,5,11,110,3,7,8,2020
1,51.9,2018,3,24,11380,10800,113,2871000,8,15,110,2,4,10,2018
1,52.9,2019,4,3,11560,12500,610,3840000,8,33,210,2,3,10,2020
1,92.6,2018,3,28,11140,15600,7,23400000,8,22,210,2,4,5,2020
2,92.3,2016,6,17,11140,11800,0,8350000,8,22,230,3,4,6,2020
2,174.9,2019,5,31,11140,13200,6,13000000,8,22,210,2,4,7,2020
1,419.5,2019,5,15,11230,10600,2,5230000,8,22,210,2,3,8,2020
3,94.0,2016,5,31,11410,12000,2,1661000,2,15,910,2,3,4,2020
0,53.0,2017,3,13,11530,10800,800,1622000,1,14,110,3,4,10,2020
0,96.0,2018,5,9,11230,10900,1,1336000,8,16,910,0,0,0,2020
1,158.0,2020,8,22,11500,11000,110,234600,1,44,530,2,7,8,2020
4,198.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020
1,206.0,2018,11,5,11110,18200,906,2361000,8,13,150,3,4,8,2020
2,40.0,2016,1,18,11650,10900,0,621100,1,44,510,2,4,6,2020
3,960.5,2016,12,23,11500,10300,306,1164000,8,13,910,3,2,4,2020
1,65.0,2016,10,20,11380,10700,110,4290000,1,15,140,2,4,2,2020
0,71.4,2016,11,8,11410,10900,0,735900,8,14,910,0,0,0,2020
0,367.0,2019,6,5,11650,10900,0,344000,1,44,510,2,8,12,2020
1,39.5,2016,11,8,11410,10900,0,2453000,8,14,110,3,4,8,2020
1,311.0,2016,12,29,11380,10700,109,3520000,8,14,150,2,4,2,2020
1,36.0,2018,3,26,11290,13500,910,2617000,8,14,130,2,4,8,2020
4,92.0,2018,3,25,11215,10500,3,10250000,8,16,310,2,2,2,2020
1,95.0,2019,8,14,11410,11900,2,1065000,8,15,910,3,3,8,2020
4,204.8,2016,6,24,11560,11200,550,7905000,8,33,210,2,7,1,2020
3,341.7,2016,3,3,11560,13300,720,3410000,8,14,330,2,3,4,2020
1,69.4,2016,4,7,11170,12800,512,22100000,8,22,240,2,4,2,2020
1,565.0,2018,10,5,11650,10900,0,529200,2,44,510,2,7,8,2020
2,86.0,2018,8,11,11290,10100,901,2890000,8,11,150,3,4,6,2020
3,120.0,2018,10,12,11590,10200,204,6454000,8,16,310,2,7,5,2020
4,237.5,2020,2,25,11110,17700,908,19000000,8,22,210,2,4,2,2020
4,40.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020
1,353.6,2020,8,18,11560,13200,630,2787000,8,14,110,3,3,9,2020
0,130.0,2017,4,1,11620,10200,645,894300,8,13,910,0,0,0,2020
0,72.0,2018,5,2,11380,11400,0,110200,1,44,910,0,0,0,2020
2,161.0,2020,7,6,11320,10600,3,1873000,8,13,330,2,7,7,2020
0,136.0,2020,9,25,11350,10500,11,932600,5,14,720,3,4,12,2020
2,494.4,2020,5,21,11650,10800,0,6293000,8,14,150,2,1,6,2020
0,313.3,2019,4,15,11440,11000,0,16910000,8,16,220,2,4,3,2020
2,478.5,2018,4,12,11500,10300,301,5080000,8,22,210,2,4,5,2020
4,107.0,2019,10,21,11620,10200,645,7020000,8,15,230,2,4,3,2020
2,519.8,2016,11,10,11230,10200,2,5000000,8,22,240,2,2,7,2020
1,61.0,2016,4,19,11260,10200,9,2147000,8,14,130,2,4,0,2017
1,40.7,2016,3,3,11410,11000,3,3676000,8,14,110,2,3,10,2020
4,340.2,2020,7,16,11380,10700,109,8780000,25,22,240,2,4,2,2020
2,144.0,2020,10,20,11290,13800,913,2914000,8,14,150,2,2,7,2020
1,295.5,2018,4,24,11710,11100,8,11940000,8,22,210,2,2,9,2020
0,33.0,2020,6,1,11380,10100,118,966900,15,14,910,0,0,0,2020
1,35.0,2019,7,10,11380,10600,108,3672000,8,14,160,2,3,8,2020
0,124.0,2020,2,26,11590,10100,202,1848000,8,22,910,0,0,0,2020
1,60.0,2016,7,22,11680,11300,0,578200,1,44,510,2,5,8,2020
2,100.0,2016,6,3,11500,10900,901,2030000,1,14,150,2,7,6,2016
1,63.5,2019,1,22,11140,15700,7,9701000,8,22,210,2,7,8,2020
4,633.0,2019,12,30,11320,10800,1,3032000,1,14,230,2,4,2,2020
1,89.3,2018,4,30,11560,12100,605,3765000,8,16,110,2,2,10,2020
1,82.6,2020,5,25,11170,11700,507,3826000,8,14,130,2,1,10,2020
1,38.3,2018,7,10,11140,13100,3,23000000,8,21,210,2,3,8,2020
4,65.0,2019,4,25,11710,11100,9,965000,1,44,510,1,7,1,2020
1,229.6,2020,8,24,11500,10600,601,2520000,8,13,160,2,3,8,2020
2,121.0,2020,7,24,11200,11500,0,6144000,28,33,330,2,3,6,2020
2,82.0,2018,4,23,11440,12500,0,1592000,5,24,930,2,7,7,2020
1,139.0,2016,10,23,11530,10800,800,9360000,8,22,220,2,7,1,2020
3,43.0,2020,10,14,11620,10100,565,6533000,8,15,210,2,4,4,2020
3,35.0,2019,4,8,11590,10700,215,5190000,8,14,330,2,4,5,2020
0,236.0,2018,1,12,11740,10700,107,704700,8,44,510,2,7,12,2020
0,175.0,2017,4,20,11290,10300,902,1145000,5,15,720,4,7,12,2020
2,105.5,2018,3,5,11560,13200,630,3717000,8,22,310,2,3,6,2020
4,248.0,2016,6,24,11530,10700,704,4074000,9,33,140,2,7,3,2020
2,191.0,2016,7,28,11500,10800,108,3861000,8,14,320,2,4,6,2020
1,50.0,2019,12,27,11110,18200,906,2333000,1,11,320,3,7,8,2020
3,37.5,2016,6,24,11110,17000,913,1881000,8,14,910,0,0,0,2020
1,48.0,2018,7,11,11410,12000,1,7870000,8,22,210,2,4,5,2020
3,302.2,2016,4,19,11710,10700,17,7200000,8,14,240,2,3,4,2020
1,111.5,2018,8,25,11620,10100,595,3380000,8,14,160,3,7,8,2020
1,58.3,2020,11,27,11110,11500,903,3270000,8,13,160,3,7,8,2020
0,281.5,2017,3,27,11440,12100,0,21690000,8,23,210,2,7,2,2020
1,147.0,2020,2,29,11290,13300,908,1663000,5,13,110,3,4,10,2020
1,155.0,2016,4,29,11440,10100,0,4920000,8,14,150,3,7,2,2020
4,427.8,2019,2,28,11200,10400,0,9900000,8,22,230,2,7,1,2020
1,70.7,2016,12,2,11290,11500,904,3920000,8,14,130,2,1,8,2020
1,473.7,2020,7,10,11680,10800,0,6696000,8,13,160,2,3,8,2020
0,436.0,2017,12,28,11650,10900,0,310000,2,44,530,2,7,12,2020
0,91.0,2017,2,18,11350,10500,13,3760000,8,14,140,2,7,2,2020
1,185.0,2018,6,16,11380,10700,109,3500000,5,14,150,2,7,2,2020
1,46.9,2018,8,22,11230,10200,3,3760000,8,15,150,2,4,2,2020
1,36.3,2018,10,4,11410,10400,0,3153000,8,15,110,2,4,10,2020
0,283.1,2020,5,28,11140,16600,1,5478000,8,22,930,0,0,0,2020
1,115.0,2019,6,3,11620,10200,745,2919000,8,13,150,2,7,8,2020
1,82.0,2020,5,22,11740,10900,109,6780000,8,16,310,2,3,8,2020
1,123.0,2018,8,24,11140,13600,4,11650000,8,22,220,2,4,3,2020
4,656.8,2020,8,21,11740,10800,108,9088000,8,15,230,2,3,1,2020
4,290.0,2020,3,2,11650,10900,0,1010000,2,44,510,2,7,1,2020
2,320.7,2018,6,8,11560,13300,710,3660000,11,14,160,2,3,6,2020
4,593.3,2019,10,7,11680,10100,0,46450000,8,22,210,2,3,1,2020
1,196.8,2020,4,26,11410,11900,0,2187000,8,14,110,3,4,10,2020
4,221.8,2016,5,1,11470,10200,603,4667000,8,16,110,2,8,1,2020
4,245.2,2019,9,25,11590,10800,218,6350000,8,15,210,2,3,1,2020
2,118.4,2016,6,11,11200,10300,0,4905000,8,16,330,2,4,6,2020
4,56.0,2016,8,16,11230,10300,1,4860000,8,14,210,2,2,1,2020
1,38.0,2016,11,25,11590,10500,209,914100,8,13,910,4,7,10,2020
1,97.4,2020,10,20,11230,10700,1,2646000,8,14,110,2,8,8,2020
1,103.0,2016,4,18,11260,10600,19,1339000,2,44,110,2,4,10,2020
1,68.5,2016,10,31,11560,10800,535,3600000,8,16,110,2,8,8,2020
1,153.1,2019,2,21,11440,10100,0,6300000,8,16,330,2,4,10,2020
2,302.0,2019,8,28,11740,10900,109,10170000,8,22,230,2,7,6,2020
2,143.5,2019,12,12,11170,10700,503,12200000,8,22,210,3,7,6,2020
1,128.0,2019,5,13,11380,10200,101,2960000,8,15,150,2,4,9,2020
1,427.0,2016,9,5,11110,18200,906,2600000,8,11,110,3,4,8,2020
1,975.0,2020,8,6,11530,10900,109,1749000,1,14,510,2,7,8,2020
2,35.6,2019,4,12,11230,10400,2,2869000,8,14,110,2,8,6,2020
2,95.9,2019,8,13,11140,10700,3,21480000,11,22,230,2,8,6,2020
4,201.7,2018,10,5,11530,10700,701,5520000,8,15,210,2,4,2,2020
4,118.0,2020,5,26,11110,18300,906,3907000,8,14,320,2,7,3,2020
0,52.4,2020,8,5,11215,10500,0,1493000,8,15,910,0,0,0,2020
0,231.0,2018,10,30,11620,10100,525,8779000,2,16,240,2,4,1,2020
1,108.0,2016,3,2,11530,10800,800,2867000,8,16,130,2,4,6,2020
1,476.0,2019,3,14,11500,11200,112,202700,1,44,510,2,4,8,2020
1,38.2,2020,4,6,11140,16500,14,4984000,8,22,210,2,4,8,2020
4,67.4,2019,8,1,11170,12800,0,12980000,15,14,210,2,7,3,2020
3,403.0,2020,8,28,11560,13300,700,5415000,8,15,210,2,4,4,2020
0,109.0,2017,5,18,11530,10600,601,3399000,8,33,240,2,7,12,2020
1,53.6,2019,11,26,11140,16600,1,5709000,8,22,910,0,0,0,2020
4,852.0,2020,10,15,11560,13200,650,7551000,8,23,240,2,4,1,2020
1,42.0,2016,5,30,11230,10300,2,3340000,8,14,310,2,3,0,2017
1,278.0,2020,1,16,11740,10600,106,698400,1,44,510,2,4,10,2020
1,693.6,2016,12,23,11470,10300,706,3820000,11,14,150,2,4,2,2020
1,69.4,2019,11,25,11110,16600,912,2990000,8,14,110,2,7,10,2020
0,43.0,2016,1,25,11590,10500,209,4210000,8,14,110,3,4,8,2020
1,36.0,2018,9,20,11530,10100,101,1254000,1,16,910,2,4,10,2020
0,803.0,2016,10,4,11710,11400,6,502900,1,44,510,3,7,12,2020
1,35.0,2019,6,14,11170,12500,511,8450000,8,22,210,2,5,8,2020
3,648.6,2016,1,8,11680,10800,0,11250000,8,13,210,2,4,5,2020
1,97.1,2020,7,2,11590,10700,213,3576000,8,14,110,2,1,10,2020
1,50.4,2016,9,5,11170,12400,0,7741000,8,16,150,3,7,10,2020
2,349.1,2019,3,9,11260,10500,16,4290000,8,22,210,2,4,7,2020
3,660.1,2016,4,6,11680,11100,0,4847000,25,14,160,2,4,4,2020
1,164.3,2018,2,10,11560,10200,535,4190000,8,22,230,2,7,10,2020
1,309.8,2018,5,23,11650,10800,0,11800000,8,22,230,2,1,9,2020
1,95.0,2019,12,19,11410,11100,0,3400000,8,14,150,3,2,2,2020
1,112.0,2020,2,24,11650,10100,0,5386000,8,15,150,2,7,10,2020
2,145.0,2020,12,8,11530,10200,204,6056000,8,14,240,2,7,6,2020
1,708.0,2019,12,17,11740,10300,103,886000,1,44,530,2,7,10,2020
2,192.7,2020,5,29,11380,10600,108,7931000,8,22,230,2,8,6,2020
1,86.4,2016,7,27,11140,16200,12,3944000,8,14,110,2,1,10,2020
4,260.9,2019,12,12,11680,10100,0,14500000,8,15,230,2,1,2,2020
1,225.0,2020,9,24,11440,10900,0,5819000,8,15,110,2,3,8,2020
1,44.0,2019,11,28,11380,10600,108,3094000,8,14,150,3,5,8,2020
0,375.0,2017,10,27,11650,11000,0,662100,2,44,510,2,7,12,2020
1,60.0,2020,1,18,11560,13200,680,3311000,8,14,230,2,6,8,2020
1,61.8,2016,6,9,11140,14700,6,6358000,8,22,210,2,3,8,2020
2,221.0,2018,2,10,11350,10200,1,2262000,8,14,160,2,7,6,2018
0,33.0,2019,8,9,11410,12000,0,1367000,8,22,910,0,0,0,2020
1,33.1,2016,4,19,11560,11300,550,3057000,8,33,110,2,2,10,2020
4,54.0,2019,3,5,11200,11400,0,7152000,8,16,210,2,4,1,2020
2,53.8,2016,10,11,11410,11000,1,4428000,8,14,140,3,4,7,2020
1,115.7,2019,1,31,11170,13000,0,8420000,8,16,110,3,4,10,2020
1,62.1,2019,5,20,11140,13000,3,4910000,8,13,240,2,4,8,2020
4,887.0,2019,10,15,11530,10600,601,5233000,12,33,220,2,5,2,2020
1,152.0,2020,3,12,11350,10500,13,3563000,8,16,310,2,4,8,2020
0,77.0,2017,12,20,11590,10600,214,3950000,8,14,150,2,7,8,2020
2,198.0,2016,1,23,11590,10700,217,3200000,8,14,130,2,4,6,2020
1,189.9,2019,10,23,11500,10300,303,5287000,8,22,240,2,4,9,2020
3,99.8,2019,6,5,11170,12900,514,18010000,8,14,230,2,2,5,2020
1,43.0,2020,5,22,11320,10800,1,991300,8,44,110,2,4,10,2020
2,136.8,2020,7,9,11140,12500,3,12940000,8,22,230,2,3,7,2020
2,78.8,2020,7,9,11140,12500,3,12100000,8,22,230,2,3,6,2020
1,47.0,2020,9,15,11290,10100,901,2330000,8,11,110,3,4,10,2020
3,281.7,2018,8,2,11380,10500,107,3882000,8,14,330,2,4,5,2020
1,143.4,2020,8,24,11440,10600,0,5239000,8,14,110,2,4,8,2020
4,727.0,2019,10,22,11215,10300,3,7100000,11,16,890,2,4,2,2020
0,43.0,2019,6,14,11290,13900,914,924000,8,14,910,0,0,0,2020
1,231.0,2020,12,8,11650,11000,0,390000,1,44,510,3,7,10,2020
1,265.0,2020,7,16,11500,10900,903,281300,1,44,530,1,7,8,2020
0,43.0,2019,1,17,11560,13200,630,970200,8,14,910,0,0,0,2020
3,337.7,2019,12,30,11680,10300,0,9069000,8,14,210,2,1,5,2020
2,58.4,2016,12,2,11230,10700,1,4446000,8,15,330,2,7,7,2020
1,281.0,2019,7,24,11590,10500,209,4210000,8,14,110,3,4,8,2020
2,171.0,2020,8,6,11530,11000,110,749100,8,14,910,2,7,6,2020
1,149.0,2018,1,5,11290,13500,910,2478000,8,14,150,2,4,10,2020
1,117.1,2018,10,24,11620,10300,630,4233000,8,14,110,2,2,9,2020
2,173.2,2018,6,12,11680,10100,0,15070000,8,14,220,2,4,7,2020
1,113.6,2019,11,7,11290,13400,909,3320000,8,16,110,2,4,10,2020
4,126.0,2016,11,9,11560,13200,680,4781000,8,16,240,2,4,1,2020
3,143.5,2018,11,9,11140,16700,1,7629000,8,15,230,2,4,4,2020
4,577.7,2016,12,29,11320,10600,1,4378000,8,15,220,2,7,2,2020
3,89.9,2016,6,14,11545,10100,510,3129000,8,33,430,2,1,4,2020
1,496.0,2016,10,11,11650,10900,0,210100,1,44,510,2,7,8,2020
0,128.0,2020,6,1,11380,10100,118,966900,15,14,910,0,0,0,2020
4,76.8,2019,2,21,11440,10100,0,12700000,8,16,210,2,4,3,2020
1,150.1,2020,4,9,11560,10500,535,5359000,8,16,240,2,8,8,2020
2,218.6,2020,7,27,11560,13300,710,5090000,8,15,310,2,2,7,2020
0,979.0,2019,11,30,11500,11000,110,238700,2,44,510,4,7,12,2020
0,33.0,2016,4,20,11410,11800,0,957000,8,14,910,0,0,0,2018
1,142.8,2019,11,26,11740,10700,107,2990000,8,16,110,2,8,8,2020
3,169.9,2018,4,11,11380,10500,107,3613000,8,14,310,2,7,5,2020
1,118.0,2016,9,21,11500,10900,902,5410000,8,23,210,2,4,8,2020
4,260.7,2020,1,20,11380,10200,101,5200000,8,15,230,2,1,3,2020
4,364.2,2019,3,4,11680,10800,0,27160000,8,22,230,2,4,2,2020
1,409.0,2019,3,26,11380,10300,103,2214000,8,13,130,3,4,10,2020
0,96.0,2019,12,7,11650,11100,0,785600,8,44,510,2,7,12,2020
4,54.0,2016,4,8,11530,10100,101,4927000,8,15,410,2,4,3,2020
4,437.0,2020,12,17,11140,16200,0,8140000,8,15,210,2,4,1,2020
1,784.0,2019,10,17,11650,10300,0,620000,1,44,510,3,7,10,2020
1,137.9,2018,12,18,11305,10300,630,3590000,8,22,320,2,3,10,2020
2,133.2,2019,12,11,11590,10900,219,4995000,8,14,330,2,4,6,2020
0,992.0,2018,2,26,11290,10100,901,327000,5,11,730,3,1,12,2020
0,258.0,2016,5,12,11590,10700,217,3890000,8,14,140,4,7,2,2020
1,64.0,2018,7,23,11230,10400,4,2840000,8,14,110,2,8,8,2019
1,83.0,2020,2,19,11530,10700,703,1908000,1,13,150,3,8,8,2020
1,556.0,2019,10,31,11320,10700,2,3363000,8,33,330,2,2,9,2020
1,667.0,2020,12,31,11530,10800,800,337700,5,14,720,3,7,8,2020
1,45.0,2020,5,8,11590,10200,203,2593000,8,15,110,3,8,10,2020
1,313.6,2020,2,4,11500,10300,308,3990000,8,15,150,2,1,8,2020
0,57.0,2018,7,4,11215,10700,0,1377000,8,16,910,0,0,0,2020
1,159.0,2018,3,29,11740,10200,102,3205000,8,44,150,2,7,8,2020
1,74.0,2018,9,7,11650,10900,0,481600,1,44,510,2,5,8,2020
4,144.1,2016,6,23,11680,10300,0,8064000,8,14,230,2,4,1,2020
0,44.0,2016,8,16,11290,10900,903,3105000,8,14,150,2,4,12,2020
1,35.0,2019,3,27,11110,18300,906,3102000,8,14,110,3,5,8,2020
2,417.2,2020,12,1,11545,10100,510,3671000,8,33,240,2,3,6,2020
4,285.3,2016,12,19,11440,12000,0,14800000,8,16,240,2,4,3,2020
0,93.0,2019,11,4,11110,18300,906,2406000,1,14,150,1,7,12,2020
1,46.0,2020,10,9,11530,10900,109,2013000,8,14,110,3,5,10,2020
1,345.0,2018,8,2,11710,10500,13,7092000,8,15,240,2,2,9,2020
1,57.0,2018,12,21,11290,11100,904,2221000,8,13,150,3,7,10,2020
1,288.1,2016,7,4,11215,10500,2,4779000,8,14,330,2,7,7,2020
1,287.7,2018,4,18,11290,13400,909,2960000,8,14,150,2,4,8,2020
1,40.0,2018,7,25,11230,10900,0,2529000,8,14,130,3,4,10,2020
1,204.0,2018,9,27,11740,10200,102,247400,1,44,510,2,7,9,2018
3,298.5,2019,5,29,11545,10200,540,3480000,8,14,230,2,3,4,2020
1,137.0,2020,3,12,11590,10200,205,2231000,8,13,110,4,4,10,2020
1,126.0,2020,9,11,11380,10100,118,126500,5,13,720,4,1,10,2020
0,99.0,2019,4,23,11620,10200,745,940500,2,14,910,0,0,0,2020
2,573.5,2016,6,28,11680,10100,0,9879000,8,13,210,2,3,7,2020
4,57.0,2019,1,23,11215,10500,2,9360000,8,16,210,2,7,3,2020
4,35.0,2019,12,30,11110,16300,911,24400000,8,22,210,2,4,1,2020
1,198.0,2019,5,4,11740,10900,109,3822000,8,14,130,2,7,9,2020
3,648.0,2016,1,22,11545,10100,510,1141000,8,33,910,0,0,0,2020
1,127.3,2020,2,6,11170,10700,503,7530000,8,14,240,2,3,10,2020
1,195.0,2016,10,15,11290,13300,908,1300000,8,44,150,3,4,8,2020
3,74.7,2018,11,9,11140,16700,1,7629000,8,15,230,2,4,4,2020
0,540.0,2020,10,15,11320,10600,3,347000,5,13,720,3,7,12,2020
1,89.0,2016,8,25,11530,10800,0,3384000,8,22,150,2,7,8,2020
2,43.0,2016,5,18,11620,10200,665,3797000,8,14,150,3,5,6,2020
2,360.8,2019,12,12,11170,10700,503,12200000,8,22,210,3,7,6,2020
1,36.0,2020,11,19,11320,10500,1,1290000,8,13,150,2,4,10,2020
1,38.0,2019,12,22,11290,13400,909,3382000,8,22,110,2,4,8,2020
0,111.9,2016,8,27,11650,10100,0,7250000,8,15,230,2,1,12,2020
3,130.9,2018,9,19,11560,11100,550,5996000,8,33,220,2,7,5,2020
1,198.0,2016,12,13,11110,18300,906,1587000,1,11,150,3,7,8,2020
4,337.9,2018,2,10,11305,10100,535,8019000,8,22,210,2,4,1,2020
4,568.4,2019,3,15,11260,10500,16,4960000,8,15,240,2,7,2,2020
4,425.0,2019,9,26,11650,11000,0,1346000,2,44,510,2,7,2,2020
1,82.0,2019,2,21,11440,10100,0,6300000,8,16,330,2,4,10,2020
1,112.0,2019,12,6,11200,11000,0,4836000,8,14,160,3,4,9,2020
1,38.7,2019,3,7,11170,10100,501,3675000,8,14,110,3,7,10,2020
1,73.9,2019,11,26,11140,16600,1,5709000,8,22,910,0,0,0,2020
2,69.4,2019,8,13,11140,10700,3,21480000,11,22,230,2,8,6,2020
1,231.0,2016,3,28,11560,13200,690,3920000,8,14,150,2,7,2,2020
1,178.6,2019,8,21,11500,10300,305,3739000,8,14,320,2,4,8,2020
1,199.3,2018,12,13,11140,10500,3,31370000,8,21,230,2,4,8,2020
2,479.7,2016,10,19,11650,10800,0,7580000,8,15,230,2,3,6,2020
1,50.0,2018,4,11,11440,12500,0,4645000,8,14,150,3,2,9,2020
1,63.0,2020,4,8,11170,13100,518,10390000,8,11,150,3,7,9,2020
4,410.9,2019,7,24,11170,13000,515,30800000,8,22,210,2,3,1,2020
1,149.0,2019,2,21,11545,10300,590,3010000,8,14,330,2,4,9,2020
4,524.0,2019,7,24,11170,13000,515,30800000,8,22,210,2,3,1,2020
1,169.0,2019,8,12,11530,10900,109,967700,5,14,720,3,4,8,2020
1,106.1,2020,6,30,11140,16500,14,5803000,8,22,210,2,2,8,2020
1,393.0,2020,7,2,11440,11500,0,4410000,8,14,160,3,4,8,2020
3,178.0,2020,1,17,11170,13100,518,12400000,8,22,230,2,4,4,2020
1,216.9,2020,9,14,11215,10300,2,4035000,8,14,110,2,3,9,2020
0,337.0,2016,12,29,11380,10700,109,3520000,8,14,150,2,4,2,2020
1,47.3,2020,12,9,11110,14100,904,4656000,8,13,160,2,3,10,2020
0,53.0,2018,3,9,11410,11100,2,3400000,5,14,150,3,2,2,2020
2,430.0,2016,11,11,11320,10700,2,2984000,8,33,160,2,4,7,2020
4,49.0,2016,7,21,11230,10500,2,5389000,8,14,210,2,4,2,2020
1,37.0,2020,9,7,11530,10900,109,660000,5,13,910,3,7,8,2020
4,177.0,2019,10,8,11110,18300,906,4589000,8,14,230,2,7,2,2020
1,63.0,2018,6,14,11290,10100,901,3551000,8,11,110,3,8,8,2020
0,116.0,2020,12,3,11650,10900,0,423600,1,44,510,2,7,12,2020
1,368.3,2019,7,24,11410,11800,3,3550000,8,14,130,2,3,8,2020
1,79.3,2018,10,19,11140,16700,1,5128000,8,15,240,2,4,8,2020
4,207.9,2020,7,9,11140,12500,3,13930000,8,22,230,2,2,3,2020
1,55.0,2016,1,27,11290,10100,901,3168000,8,11,110,3,2,8,2016
2,33.5,2020,12,7,11560,11800,585,3133000,8,14,150,2,7,6,2020
3,44.0,2020,8,20,11710,10900,0,1333000,8,43,530,2,4,4,2020
0,102.0,2016,5,20,11380,10100,118,752400,5,13,910,0,0,0,2020
1,172.0,2020,8,7,11410,12000,2,2954000,8,14,150,2,7,9,2020
2,224.1,2020,11,17,11560,13300,720,3100000,8,14,110,2,3,6,2020
1,40.0,2018,2,28,11500,10700,107,554400,1,43,910,3,4,8,2020
2,152.4,2016,9,8,11140,11000,0,28300000,8,22,230,2,1,6,2020
4,93.0,2016,5,10,11170,13100,0,6593000,8,14,140,2,7,1,2019
0,76.0,2019,7,11,11410,11700,0,943800,1,14,910,0,0,0,2020
1,92.2,2016,7,9,11230,10300,1,2576000,8,15,330,2,1,10,2020
0,91.7,2017,7,31,11290,10300,902,2687000,8,15,130,3,7,8,2020
1,342.0,2018,11,23,11530,11000,110,2940000,8,14,130,2,4,8,2020
1,65.7,2018,8,7,11110,17400,915,3759000,8,14,310,2,1,8,2020
3,330.0,2018,10,30,11260,10600,19,1605000,8,44,160,2,4,4,2020
3,126.6,2016,3,8,11320,10600,1,3376000,8,14,330,2,3,4,2020
1,105.0,2020,6,30,11320,10600,3,690000,5,13,730,3,7,8,2020
1,305.0,2016,12,27,11410,11100,3,3030000,8,14,130,2,4,8,2020
1,104.8,2016,5,24,11200,11500,0,4645000,8,33,330,2,2,10,2020
1,290.6,2020,2,18,11470,10100,504,2800000,8,14,110,3,2,8,2020
1,91.0,2016,11,24,11560,13200,630,2970000,8,14,110,2,4,8,2020
4,98.0,2019,9,17,11230,10900,1,3386000,8,14,150,2,7,1,2020
1,145.0,2019,8,20,11140,16200,9,3897000,8,13,160,2,4,9,2020
1,416.9,2019,4,1,11380,10800,113,5730000,8,15,210,2,4,3,2020
3,342.1,2019,7,31,11410,10200,0,6741000,8,15,210,2,4,4,2020
2,128.9,2018,10,18,11560,10700,535,5189000,8,33,210,2,2,7,2020
0,46.6,2020,7,31,11140,14300,5,5088000,8,15,230,2,4,12,2020
1,39.0,2019,3,11,11590,10200,205,2231000,8,13,130,4,4,10,2020
4,340.8,2016,11,24,11215,10900,0,11420000,8,22,220,2,4,2,2020
